relative_path,filename,extension,parent_folder,split,dataset_hint,size_bytes,size_mb,sha256,hash_error,is_image_extension
BSR\BSDS500\data\groundTruth\test\346016.mat,346016.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,38049,0.036286,a1627610699231713edf8615ccb2d38e5089666a0b8a5a93ded8119990db5499,,False
BSR\BSDS500\data\groundTruth\test\347031.mat,347031.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,48487,0.046241,3425f11cb3361fcd97e2ed6ab00f7003ca652910586ee619ec2e4a0769a38383,,False
BSR\BSDS500\data\groundTruth\test\35028.mat,35028.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,44328,0.042274,0f0adce593ff6a2415e528ce76fcebc595c48275fc9f8bfdc78435bd358000cd,,False
BSR\BSDS500\data\groundTruth\test\35049.mat,35049.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,37827,0.036075,92862403b6e5b3a2ac752a0f7cce051caa4e6cbd4a7330146f188e9ec1764f86,,False
BSR\BSDS500\data\groundTruth\test\36046.mat,36046.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,47563,0.04536,6886f6e8899f2362e3c9931697642d986ef49af5ecff9ea4280c79795d1ad5b6,,False
BSR\BSDS500\data\groundTruth\test\365072.mat,365072.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,56778,0.054148,fe6f3ee422d156f149951455eab85620ba5d248b3da1ba2f87b7d799085bf5aa,,False
BSR\BSDS500\data\groundTruth\test\368037.mat,368037.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,65803,0.062755,0e403b317ea9379507054930d4b69c88ce3443a29f19a0a9673f4049acf5d93f,,False
BSR\BSDS500\data\groundTruth\test\372019.mat,372019.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,38038,0.036276,46121ea9dec6e7c1ff798c77462dfdb33c8b8f013690ff231ff579f9d4f9e538,,False
BSR\BSDS500\data\groundTruth\test\376086.mat,376086.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,49754,0.047449,70642df051b4929641c16d9f3abda2db9ba1d7e694cafe9384e66f9982172367,,False
BSR\BSDS500\data\groundTruth\test\384022.mat,384022.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,39333,0.037511,801435aadd3fd42f524c4bf755693d55fffcb59cf60d10410c2a087fd108f455,,False
BSR\BSDS500\data\groundTruth\test\384089.mat,384089.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,48623,0.046371,327a8235672da3e43222df17b632f4da7683e55ad24784a1f326e539bff18d94,,False
BSR\BSDS500\data\groundTruth\test\385022.mat,385022.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,41127,0.039222,59082c29cb2cd0b72e4460b9a67c2106ff1ed50ff815b9a63aa247a0db446b42,,False
BSR\BSDS500\data\groundTruth\test\388006.mat,388006.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,36403,0.034717,e128519632c4c9c4140eb4c7353d9f4ebfea25ca29ae53a1c13c0f45f22f75bd,,False
BSR\BSDS500\data\groundTruth\test\388018.mat,388018.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,57727,0.055053,2ccde74f492043f8cf8feb79b410895bb0e7942b309654cc25ef118ca7bfa40a,,False
BSR\BSDS500\data\groundTruth\test\388067.mat,388067.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,58584,0.05587,940911993ca61a39f22f3fc7f16bb3af3e580e8bf0c870b724b156c764aa2626,,False
BSR\BSDS500\data\groundTruth\test\393035.mat,393035.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,61155,0.058322,8a45c078e4aa9e162c663e6d4065bc666121b17dde97d1a947079600df418443,,False
BSR\BSDS500\data\groundTruth\test\41006.mat,41006.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,41827,0.039889,ae99e5c99d8cae7344501243d3b8efe036bfe768628b7a5355716eedfece6dfe,,False
BSR\BSDS500\data\groundTruth\test\41029.mat,41029.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,50676,0.048328,f6e57e9459aacd3c13b42e1301aee18b70c62c257308d41aeb2de2bae12de11c,,False
BSR\BSDS500\data\groundTruth\test\41085.mat,41085.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,43379,0.041369,590bab8db6b1463e3d7758a93045f19ca0cc7fccf574a5df3128207167411fe7,,False
BSR\BSDS500\data\groundTruth\test\41096.mat,41096.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,41617,0.039689,cec087bb9722b800905ec55d4fa34b9bdda302b75aea41cdb00fad7672871157,,False
BSR\BSDS500\data\groundTruth\test\43033.mat,43033.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,36084,0.034412,b4f8853d98677e7890f1e86e3e3791c18ffc52a6e07b38f3d37d290a159dadb5,,False
BSR\BSDS500\data\groundTruth\test\43051.mat,43051.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,23083,0.022014,48c7aaf400c21d3478d0f97117a673fe40afe7c6db7a29234eb652b0aaccb8d7,,False
BSR\BSDS500\data\groundTruth\test\45000.mat,45000.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,53494,0.051016,3af1511442a8f8d75de4276ae1b9dc41b941e77fed715e0c43e464af1ffa4b08,,False
BSR\BSDS500\data\groundTruth\test\48017.mat,48017.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,26698,0.025461,837571a0cf5fa37582c80b52d826cbcc649f847db144b8d7c05ceb6fb15f8d99,,False
BSR\BSDS500\data\groundTruth\test\48025.mat,48025.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,45549,0.043439,268b13542bfa666b868a9908429046dfc327a32f8cb1245f4a77982f24606105,,False
BSR\BSDS500\data\groundTruth\test\49024.mat,49024.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,33608,0.032051,ab109d67dc6334c12f3008bb7dba586a95c6dee91227415c86dc92073e6a5b47,,False
BSR\BSDS500\data\groundTruth\test\5096.mat,5096.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,41515,0.039592,ae7d07418a30bc7b4f63f25ee03df47c93a9ed10aa70249b1b3409c1c989ddeb,,False
BSR\BSDS500\data\groundTruth\test\51084.mat,51084.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,60146,0.05736,a005bcf92e855fdf3a1efced4fb279aa5b0efbd519013904e930b2779ebd79fe,,False
BSR\BSDS500\data\groundTruth\test\6046.mat,6046.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,46750,0.044584,9e3188ca12c7e368866cffa5c2cd5642aeda0e77dd4485309c829e4b970fd5c1,,False
BSR\BSDS500\data\groundTruth\test\61034.mat,61034.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,42704,0.040726,159141b906aac0cd0292f706db7f48a47a9dd1edb965a1fb9127e273d997dba0,,False
BSR\BSDS500\data\groundTruth\test\64061.mat,64061.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,34728,0.033119,9d67a1d59892639c8f100b078c8bfceeaeda6ea119be057dfd82fd43e46bd647,,False
BSR\BSDS500\data\groundTruth\test\65084.mat,65084.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,48882,0.046618,848f90995673271e2bcda10a79d23ac86265820359cebfd20c800b5785ac26b4,,False
BSR\BSDS500\data\groundTruth\test\69000.mat,69000.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,38841,0.037042,6d87ae8170ac66caba7c3882fedbba97677722866ea74a9fdc740753c3ec9dc5,,False
BSR\BSDS500\data\groundTruth\test\69007.mat,69007.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,56748,0.054119,7bb85c739b63b09cfb1facca5f54e60972914fd223eaba17925d1ecdaa58a931,,False
BSR\BSDS500\data\groundTruth\test\69022.mat,69022.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,30433,0.029023,dd7de91330fb7e384b73ab39ce9b2247b2dbed6aea2b6bcb6af078c7bb3dfe74,,False
BSR\BSDS500\data\groundTruth\test\70011.mat,70011.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,33527,0.031974,8b39a9ed65d631256bb321f070b7fd8e55287dd258e2b9375e7dd599ec690e45,,False
BSR\BSDS500\data\groundTruth\test\70090.mat,70090.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,39897,0.038049,fb278903c296706e19bbd6fea15d0f686aaa84d5d8f075091ec5df4694d060ba,,False
BSR\BSDS500\data\groundTruth\test\71076.mat,71076.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,53607,0.051124,1d24d9b4ea93d2410bef0c402d0e51579f48b53f821ea03ee3f4470a8a154ec2,,False
BSR\BSDS500\data\groundTruth\test\71099.mat,71099.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,46731,0.044566,05f4dd4cac93626f1750ed7fe965c88f85dc1e51546e16e0e2f00384ab6a500e,,False
BSR\BSDS500\data\groundTruth\test\77062.mat,77062.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,67943,0.064795,14b637d75b6569c29be6872a9f784e0b25431f6b910d7f6d6d29fd41b9e1a65c,,False
BSR\BSDS500\data\groundTruth\test\78098.mat,78098.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,56139,0.053538,a30cb63d70997aacdcb9e2f2b0079ec1d7e10f045ec0271b52c2cf5ed456d4ad,,False
BSR\BSDS500\data\groundTruth\test\79073.mat,79073.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,69224,0.066017,188f65b1de05bec9755432186b5a0f2997174dd7750c30377bcbd735f5ee4f1f,,False
BSR\BSDS500\data\groundTruth\test\80085.mat,80085.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,50170,0.047846,0996a6e3b1b08a7dc3b1c9129e24889cd4438e16bcb79d2eda1cedd08b65b6d4,,False
BSR\BSDS500\data\groundTruth\test\80090.mat,80090.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,45655,0.04354,734af0bb780a0cfaf3d1a531795a70d23fe3bb8695837b23804e2428ff650915,,False
BSR\BSDS500\data\groundTruth\test\8068.mat,8068.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,33815,0.032248,ec151ff3c01ae38d6f69359a8994a7d3353c5fce6e8bd07e977aa0979dee47f3,,False
BSR\BSDS500\data\groundTruth\test\81066.mat,81066.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,41551,0.039626,fc2a852b63f873408f9fa91d3abfe4f0eba87b426a58752c32992e3b04439ab2,,False
BSR\BSDS500\data\groundTruth\test\81090.mat,81090.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,57548,0.054882,738beee7d412b2d069cc8cd1d929d697d0deda6df56c95261a140daabdab4dcf,,False
BSR\BSDS500\data\groundTruth\test\81095.mat,81095.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,47201,0.045014,c71d2687eefb26aa77563e5c50af71bb0e8aa26d89da722aa68330aa02b13e6f,,False
BSR\BSDS500\data\groundTruth\test\87015.mat,87015.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,36087,0.034415,4722155375e9a6627708fb7d140c0790fbeca5138014ae402fefe9a2d0c29ee6,,False
BSR\BSDS500\data\groundTruth\test\92014.mat,92014.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,52218,0.049799,3b4ee11a5c2e191ede0347530e4f1151d4b8670f2a4e0384a9de1649cb38d2bc,,False
BSR\BSDS500\data\groundTruth\test\94095.mat,94095.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,49665,0.047364,d5b61d41e93bca23e6934520a56955018bab7839bf8a79bd1c47fda96bab1896,,False
BSR\BSDS500\data\groundTruth\test\97010.mat,97010.mat,.mat,BSR\BSDS500\data\groundTruth\test,test,BSDS500,41783,0.039847,9b6d8a47ed87156aff2080a24afd1c1c508abcf20af6d80185baa8cd75046398,,False
BSR\BSDS500\data\groundTruth\train\100075.mat,100075.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,52570,0.050135,5db3747183055395991cc2bebc4915774630abe41c8f93551c2853ad4e628497,,False
BSR\BSDS500\data\groundTruth\train\100080.mat,100080.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,37390,0.035658,2255c875480a8cd43de468098d584f436df15075f1fddc2472db98b3322d896c,,False
BSR\BSDS500\data\groundTruth\train\100098.mat,100098.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,61283,0.058444,870b2c487ec1217bfa2636bc223edd1893fc4a3d50cc0d48c6fb60f944ce38cb,,False
BSR\BSDS500\data\groundTruth\train\103041.mat,103041.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,48871,0.046607,500c86a4979c9a8e92c9b2f2c6a68d4cd6759dbe4d05b3f3f28f13dbd98b06a6,,False
BSR\BSDS500\data\groundTruth\train\104022.mat,104022.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,69438,0.066221,7cf46cb9be18d6289a5678734c3c092aa12c9795586620132acc02a60db453e7,,False
BSR\BSDS500\data\groundTruth\train\105019.mat,105019.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,27318,0.026052,9b933829ea5ad1b7892561e5a950d085563793695be46551c0b15607aa5ad5a6,,False
BSR\BSDS500\data\groundTruth\train\105053.mat,105053.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,29383,0.028022,cbf9d5e1cd04abfc79d86cd069162b12df91a65a8ad2e580ebaaa75d11245207,,False
BSR\BSDS500\data\groundTruth\train\106020.mat,106020.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,38376,0.036598,8afe47fcc4e5dc21fef93a2cdbf3222e05c67c9c7577a3ec78fb161d51383773,,False
BSR\BSDS500\data\groundTruth\train\106025.mat,106025.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,40063,0.038207,55f273224176fd49f3bc0f48a0807a9717a2dcf7dd390b3dd199f68fcc83501f,,False
BSR\BSDS500\data\groundTruth\train\108041.mat,108041.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,36689,0.034989,cbedd3447dc44371bc5cd73d91a7e2bf84efcdabc8e0fa1cdf18e23efa61fb38,,False
BSR\BSDS500\data\groundTruth\train\108073.mat,108073.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,40152,0.038292,a2a5e4dc677f4937f0f9bd5e3daae0b55bd9a461230ba198f672707ef18db230,,False
BSR\BSDS500\data\groundTruth\train\109034.mat,109034.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,32394,0.030893,40baba0387979d2047f9712f91bb1597dc45f569a423683f1a69e816e1e7b98e,,False
BSR\BSDS500\data\groundTruth\train\112082.mat,112082.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,42305,0.040345,69269766ffaca01ac7a28fe041b6d316309ef1ce1eb307334aeb131d8f4e43b6,,False
BSR\BSDS500\data\groundTruth\train\113009.mat,113009.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,46223,0.044082,4bd578ac679eb7ee99f1e8693ff0524f387d99ea30cf128ba41050a01accd26c,,False
BSR\BSDS500\data\groundTruth\train\113016.mat,113016.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,46304,0.044159,05192f2ff290ee2f26a819967611ae17d1de9197a6c4a0c84e5c0548112f26d5,,False
BSR\BSDS500\data\groundTruth\train\113044.mat,113044.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,46071,0.043937,193a478691c75c62e97a9bee729b4d56d36885c80d07949849fc248850577157,,False
BSR\BSDS500\data\groundTruth\train\117054.mat,117054.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,55587,0.053012,b926b15942b7ed2ae599830b35957cca540df13fed56950e5b5cd536ec4c4a58,,False
BSR\BSDS500\data\groundTruth\train\118020.mat,118020.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,57443,0.054782,bae6b6896769d3101d064401af96e18ab19b86fb7e708901e865b87f8213e60a,,False
BSR\BSDS500\data\groundTruth\train\118035.mat,118035.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,39496,0.037666,6962b06feaa575c6d25006a056bb365ff4e24850a7ee752b0089d08f03a72719,,False
BSR\BSDS500\data\groundTruth\train\12003.mat,12003.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,43609,0.041589,277f444b4d181b7dc84431f5d7355fb4832bdd9075eb210e8873ae6089c93b83,,False
BSR\BSDS500\data\groundTruth\train\12074.mat,12074.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,34585,0.032983,61c8ca94359f65b2a2e9e489e024d4abb2fc696e21e951ea165359b035a37ec1,,False
BSR\BSDS500\data\groundTruth\train\122048.mat,122048.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,35353,0.033715,ca21c5de10b1d84481fc3782c3f8a248e563643983af27e0a898ceb9ba7239e3,,False
BSR\BSDS500\data\groundTruth\train\124084.mat,124084.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,50516,0.048176,8918d7e1da8a53c8406db7f278b6fb1efa4fd6136f58c877e1c7ece99126c843,,False
BSR\BSDS500\data\groundTruth\train\126039.mat,126039.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,45140,0.043049,77ab7efa8bb8390f8295e3b0bbfe690002ec7e9b001ee588d1c7d0415d488dcf,,False
BSR\BSDS500\data\groundTruth\train\130034.mat,130034.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,26928,0.025681,cfd71d8a314cb726042a3e05b47f2e1a3c4a5ed3d0128ba48188c52e9c8032fc,,False
BSR\BSDS500\data\groundTruth\train\134008.mat,134008.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,25000,0.023842,93789a83d7420d59e17dbb4fcb3679403d112a8e9c028d95ad1a99fd2a71f2cb,,False
BSR\BSDS500\data\groundTruth\train\134052.mat,134052.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,37178,0.035456,098121c82020390967ef62f1149226c5f52418ac1f4b5d6b057ba944cf956e2b,,False
BSR\BSDS500\data\groundTruth\train\135037.mat,135037.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,33823,0.032256,ac20cb1fe0f99325612b3d8b70d19c3c8f9e8a03f69c03cac0e3ff170e6392a7,,False
BSR\BSDS500\data\groundTruth\train\135069.mat,135069.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,19078,0.018194,a005ba4128179da9ceb574dc0755abf4eafb02184d52e96cc07b4b9a78247bec,,False
BSR\BSDS500\data\groundTruth\train\138032.mat,138032.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,34755,0.033145,319d9c7298e388489f73cf64284e7b9a20e97348c1cd5b8ddd82f2891f59a457,,False
BSR\BSDS500\data\groundTruth\train\138078.mat,138078.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,47767,0.045554,81b44cae1a79ef743b4ab6848a71668d7f92338c170db2a0595cef3eb1900f6b,,False
BSR\BSDS500\data\groundTruth\train\140055.mat,140055.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,44911,0.04283,4c268c5db360ece89967531163b713c556318f4f30ea77002f8e4d17064beca1,,False
BSR\BSDS500\data\groundTruth\train\140075.mat,140075.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,45328,0.043228,10c404287e849b12984160f5d01c223dbe1d5b5f26d0303ba43e9987cb8496f3,,False
BSR\BSDS500\data\groundTruth\train\144067.mat,144067.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,57798,0.05512,8575eefe1a28509f409ed3124643d2ee6b29172b228eb1fd41f6ac0a2e71156c,,False
BSR\BSDS500\data\groundTruth\train\145014.mat,145014.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,44159,0.042113,d54bb2726d274bc77a9078bd87f20a031ba8d5bbb66d05b6dcdb90123850ee9e,,False
BSR\BSDS500\data\groundTruth\train\145053.mat,145053.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,48936,0.046669,857d1609a5c117fb538ea02b40bb6f20dfefdea5bd9366422d74de1d787c8fd8,,False
BSR\BSDS500\data\groundTruth\train\147021.mat,147021.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,38157,0.036389,a6842a88c71a090dee5852bc6f9fef9bb1c66ede7dc1ac35581652fae65b9b2d,,False
BSR\BSDS500\data\groundTruth\train\147062.mat,147062.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,43735,0.041709,062244d63609508f508a84e975cdb14629b0d62b17dc70b2be834b8a68a4adc1,,False
BSR\BSDS500\data\groundTruth\train\15004.mat,15004.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,64517,0.061528,51edb0d6393f0941da82fd4a1eab09e6ef09bd999208f0e7871497e268a1531d,,False
BSR\BSDS500\data\groundTruth\train\15088.mat,15088.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,21360,0.02037,f2060234666dc6c07eeb9127628d10345fd08fe267237d1c511e196cc4d1b41a,,False
BSR\BSDS500\data\groundTruth\train\151087.mat,151087.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,51891,0.049487,7a22505da15bd1bed86fa8ca96696fa69b1483c77c0191d8933750c388111fdb,,False
BSR\BSDS500\data\groundTruth\train\153077.mat,153077.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,47429,0.045232,0f5ef9ce82bea4396fc1f3c85efdcf29d56ec8ff84dc04580e59282941005315,,False
BSR\BSDS500\data\groundTruth\train\153093.mat,153093.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,51365,0.048985,15a69597e687af9835596ed8e75ed8ec497613108e9859f7c3e37ac7c0da03da,,False
BSR\BSDS500\data\groundTruth\train\155060.mat,155060.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,63131,0.060206,0d2660824319ec80653bd18c1a9b6781c8ae4cb8c5c87c457d8e64f679b43f1e,,False
BSR\BSDS500\data\groundTruth\train\156079.mat,156079.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,52924,0.050472,d7dc14b6b6d912383bfa51099db166fd47e9467a6c14b965dc4bd4d0e385f73e,,False
BSR\BSDS500\data\groundTruth\train\157036.mat,157036.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,50164,0.04784,6c44990978c3b2b9b9f3c179a90199055c8169e8c32f3e3b5ee5c27c3b84542b,,False
BSR\BSDS500\data\groundTruth\train\159029.mat,159029.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,40472,0.038597,4116a054544058d017b96735f0883a713d0071371b0e2e5172af21c521f4f69b,,False
BSR\BSDS500\data\groundTruth\train\159045.mat,159045.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,59853,0.05708,062a4bb3fc0bc4b76986d4b2e1cec951d586a4408090e51fbc29aba8f2520248,,False
BSR\BSDS500\data\groundTruth\train\159091.mat,159091.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,40076,0.038219,8423c661c768cc211c02b76015ceaae688a3632a3a623eec63695e8cdeac6cb1,,False
BSR\BSDS500\data\groundTruth\train\16052.mat,16052.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,40294,0.038427,2827c49d15bace5292b376b7a974dcfc937ae727a12745139d225ada0f04b779,,False
BSR\BSDS500\data\groundTruth\train\161062.mat,161062.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,33173,0.031636,711958e9eaf4a68590dd46c54f08f8f942bc719542b4244c21739193f0b2396e,,False
BSR\BSDS500\data\groundTruth\train\163014.mat,163014.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,46115,0.043979,5fd2e9f1a878a30ed466c8ebc7d5843791a43dc67dbf4a073aad09d2c98245f3,,False
BSR\BSDS500\data\groundTruth\train\163062.mat,163062.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,45503,0.043395,7bf2a9de00adf0e521dcdfc959a1b6a386f20b5f430bd7fa5ff26f58f60f795b,,False
BSR\BSDS500\data\groundTruth\train\164074.mat,164074.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,35432,0.033791,9949b3fd565e18933eef2d82c6f1c9395f81e621cc0cc4bd1a774662e1338e1c,,False
BSR\BSDS500\data\groundTruth\train\166081.mat,166081.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,51762,0.049364,0b8cff924d12dfb5c64aaeca6033236bcedc91a47e4a90551cbc2398975d6252,,False
BSR\BSDS500\data\groundTruth\train\169012.mat,169012.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,64177,0.061204,28abff631fe0331819c67522fbf699d77b4f846e50caf3feb2a56017d6bfa403,,False
BSR\BSDS500\data\groundTruth\train\170054.mat,170054.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,43757,0.04173,12468cdf545c73403ce4c843b54eccefa999c349f254b8adc518eb84b93161f8,,False
BSR\BSDS500\data\groundTruth\train\172032.mat,172032.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,46796,0.044628,529bb60cebcba5e2872388de763057acb6ac9a3fa9a203115f1c5f2d8b62504c,,False
BSR\BSDS500\data\groundTruth\train\173036.mat,173036.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,36300,0.034618,78d53249aab9ab537b8ad56e95684969f6dedb6754e40c778dbb1c024839dec2,,False
BSR\BSDS500\data\groundTruth\train\176019.mat,176019.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,60546,0.057741,dfe0bb0455968bc6665b1a35cd0a68ac2643a885ccf911582350bf62900c8be5,,False
BSR\BSDS500\data\groundTruth\train\176035.mat,176035.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,58056,0.055367,b16e9c3ab90d9953a26c10916df88060a6a6159db6cfafe4ff6e1407a3f8d3d8,,False
BSR\BSDS500\data\groundTruth\train\176039.mat,176039.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,30812,0.029385,01e95d5179bcf088b95310560276c739dd1097264efcb4a247f961b7fce1694e,,False
BSR\BSDS500\data\groundTruth\train\178054.mat,178054.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,34034,0.032457,76d26195b6fc98eb95b005c7cea1394bccab8c178f27ca6af5cf179663d9dc3c,,False
BSR\BSDS500\data\groundTruth\train\181018.mat,181018.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,49063,0.04679,0a033d190b13b96bbccd2e8545ee253526270539f9db288572455d7f33627a70,,False
BSR\BSDS500\data\groundTruth\train\181079.mat,181079.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,43765,0.041738,d6fcf88b26537a2c4f01ebeabdb4e7e17cb59cb62431f77e7a508051dbfceea0,,False
BSR\BSDS500\data\groundTruth\train\181091.mat,181091.mat,.mat,BSR\BSDS500\data\groundTruth\train,train,BSDS500,43172,0.041172,d2b82c54e2879454124157dda726effa05b8ee5df5b07623c53adc713f851d2b,,False
