oa_rank,title,year,doi,relevance_tier,metric,novelty_threat
38,EEG-based epileptic seizure detection using binary dragonfly algorithm and deep neural network,2023.0,10.1038/s41598-023-44318-w,METHOD,Execution time,LOW
52,Multi-Objective Harris Hawks Optimization Algorithm Based 2-Hop Routing Algorithm for CR-VANET,2021.0,10.1109/access.2021.3072922,METHOD,Contrast,LOW
54,A Hybrid Reinforcement Learning and Harris Hawks Optimization Framework for Multi-Objective Resource Management in IIoT,,10.21203/rs.3.rs-9522066/v1,METHOD,Contrast,LOW
60,Improved Artificial Bee Colony Algorithm Based on Harris Hawks Optimization,2022.0,10.53106/160792642022032302016,METHOD,Contrast,LOW
64,An Improved Harris Hawks Optimization Algorithm With Simulated Annealing for Feature Selection in the Medical Field,2020.0,10.1109/access.2020.3029728,METHOD,Contrast,LOW
71,Cooperative multi-population Harris Hawks optimization for many-objective optimization,2022.0,10.1007/s40747-022-00670-4,METHOD,Contrast,LOW
79,Multi-Neighborhood Enhanced Harris Hawks Optimization for Efficient Allocation of Hybrid Renewable Energy System with Cost and Emission Reduction,2025.0,10.32604/cmes.2025.064636,METHOD,Execution time,LOW
79,Multi-Neighborhood Enhanced Harris Hawks Optimization for Efficient Allocation of Hybrid Renewable Energy System with Cost and Emission Reduction,2025.0,10.32604/cmes.2025.064636,METHOD,Contrast,LOW
86,Advances in Machine Learning for Explainable Intrusion Detection Using Imbalance Datasets in Cybersecurity with Harris Hawks Optimization,2026.0,10.32604/cmc.2025.068958,METHOD,Contrast,LOW
100,IBDA: Improved Binary Dragonfly Algorithm With Evolutionary Population Dynamics and Adaptive Crossover for Feature Selection,2020.0,10.1109/access.2020.3001204,METHOD,Entropy,LOW
100,IBDA: Improved Binary Dragonfly Algorithm With Evolutionary Population Dynamics and Adaptive Crossover for Feature Selection,2020.0,10.1109/access.2020.3001204,METHOD,Correlation,LOW
20,Optimized Wavelet-Based Satellite Image De-Noising With Multi-Population Differential Evolution-Assisted Harris Hawks Optimization Algorithm,2020.0,10.1109/access.2020.3010127,METHOD,PSNR,LOW
20,Optimized Wavelet-Based Satellite Image De-Noising With Multi-Population Differential Evolution-Assisted Harris Hawks Optimization Algorithm,2020.0,10.1109/access.2020.3010127,METHOD,MSE,LOW
32,Distributed denial-of-service (DDoS) on the smart grids based on VGG19 deep neural network and Harris Hawks optimization algorithm,2025.0,10.1038/s41598-025-03354-4,METHOD,Entropy,LOW
32,Distributed denial-of-service (DDoS) on the smart grids based on VGG19 deep neural network and Harris Hawks optimization algorithm,2025.0,10.1038/s41598-025-03354-4,METHOD,Contrast,LOW
47,Hybrid Aquila optimizer–Harris Hawks optimization for CNN hyperparameter tuning in brain tumor classification,2026.0,10.1038/s41598-026-43329-7,METHOD,Entropy,LOW
47,Hybrid Aquila optimizer–Harris Hawks optimization for CNN hyperparameter tuning in brain tumor classification,2026.0,10.1038/s41598-026-43329-7,METHOD,Execution time,LOW
55,PERBANDINGAN SUPPORT VECTOR MACHINE DAN DECISION TREE MENGGUNAKAN BINARY DRAGONFLY ALGORITHM PADA KLASIFIKASI INDEKS KHUSUS PENANGANAN STUNTING (IKPS) KABUPATEN/KOTA DI INDONESIA,2025.0,10.26740/mathunesa.v13n1.p236-245,METHOD,Entropy,LOW
58,Modified Harris Hawks optimization for the 3E feasibility assessment of a hybrid renewable energy system,2024.0,10.1038/s41598-024-70663-5,METHOD,Entropy,LOW
61,A hybrid Harris Hawks Optimization with Support Vector Regression for air quality forecasting,2025.0,10.1038/s41598-025-86275-6,METHOD,MSE,LOW
61,A hybrid Harris Hawks Optimization with Support Vector Regression for air quality forecasting,2025.0,10.1038/s41598-025-86275-6,METHOD,Correlation,LOW
61,A hybrid Harris Hawks Optimization with Support Vector Regression for air quality forecasting,2025.0,10.1038/s41598-025-86275-6,METHOD,Contrast,LOW
99,Harris Hawks Optimization for Soil Water Content Estimation in Ground-Penetrating Radar Waveform Inversion,2025.0,10.3390/rs17081436,METHOD,Correlation,LOW
99,Harris Hawks Optimization for Soil Water Content Estimation in Ground-Penetrating Radar Waveform Inversion,2025.0,10.3390/rs17081436,METHOD,Contrast,LOW
29,Modified Harris Hawks Optimization Algorithm with Multi-strategy for Global Optimization Problem,2023.0,10.53106/199115992023123406007,METHOD,Histogram,LOW
29,Modified Harris Hawks Optimization Algorithm with Multi-strategy for Global Optimization Problem,2023.0,10.53106/199115992023123406007,METHOD,BER,LOW
34,Optimizing the Steering of Driverless Personal Mobility Pods with a Novel Differential Harris Hawks Optimization Algorithm (DHHO) and Encoder Modeling,2024.0,10.3390/s24144650,METHOD,MSE,LOW
46,Use Harris Hawks Optimization (HHO) Algorithm based on Artificial Neural Network for liver disease diagnosis,2024.0,10.58190/icisna.2024.81,METHOD,MSE,LOW
46,Use Harris Hawks Optimization (HHO) Algorithm based on Artificial Neural Network for liver disease diagnosis,2024.0,10.58190/icisna.2024.81,METHOD,Execution time,LOW
46,Use Harris Hawks Optimization (HHO) Algorithm based on Artificial Neural Network for liver disease diagnosis,2024.0,10.58190/icisna.2024.81,METHOD,Contrast,LOW
53,HHO-LPWSN: Harris Hawks Optimization Algorithm for Sensor Nodes Localization Problem in Wireless Sensor Networks,2018.0,10.4108/eai.25-2-2021.168807,METHOD,Execution time,LOW
62,Hybrid Harris Hawks optimization with eagle strategy particle swarm optimization for stability and disturbance rejection in tethered UAV systems,2025.0,10.1038/s41598-025-23522-w,METHOD,MSE,LOW
62,Hybrid Harris Hawks optimization with eagle strategy particle swarm optimization for stability and disturbance rejection in tethered UAV systems,2025.0,10.1038/s41598-025-23522-w,METHOD,Contrast,LOW
62,Hybrid Harris Hawks optimization with eagle strategy particle swarm optimization for stability and disturbance rejection in tethered UAV systems,2025.0,10.1038/s41598-025-23522-w,METHOD,Histogram,LOW
87,Aware Node Localization in Wireless Sensor Networks Using Harris Hawks Optimization,2025.0,10.26636/jtit.2025.4.2285,METHOD,Execution time,LOW
2,Retraction Note: EEG channel selection in CIT: a binary Harris Hawks optimization using a time-varying transfer function,2024.0,10.1007/s00500-024-10101-w,EXCLUDE,BER,LOW
