experiment_id,dataset,split,experimental_role,relative_to_data,filename,width,height,mode,format,sha256
IMG_0126,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\118015.jpg,118015.jpg,481,321,RGB,JPEG,3b7f6647fc717f459175014cb7a23f5f2728b9fd7ee9689d20eaaabc8dd00393
IMG_0127,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\118031.jpg,118031.jpg,481,321,RGB,JPEG,1af5bcf37b28ee68c2e18aeac19ff9a79cf1edb522ecdcb064094349f1c28610
IMG_0128,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\118072.jpg,118072.jpg,481,321,RGB,JPEG,5da8ebc70169f79ca0bfc118a25b74469da928cd41ffc6a646bf67a97d933c28
IMG_0129,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\120003.jpg,120003.jpg,481,321,RGB,JPEG,ec900ce4bdbe93c621dc15edfbbe2b9dce9abd734d6dd3d90bc000afbbb894f0
IMG_0130,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\120093.jpg,120093.jpg,481,321,RGB,JPEG,9642ec65e348528f9657924c76a0e5de9bb9a625247cde3a9b388cebdc44e777
IMG_0131,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\123057.jpg,123057.jpg,481,321,RGB,JPEG,6a89868d16a768df2a995c31200e261f69389b75c278db9ebf7308cabc27036e
IMG_0132,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\128035.jpg,128035.jpg,481,321,RGB,JPEG,8cb08848a8298b47a766842fa690e75cd9e1fcb6c78c5c6ec81b3de7f8810425
IMG_0133,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\130014.jpg,130014.jpg,321,481,RGB,JPEG,07767957cad004bbb9b5b9a651a610c7bc190b9144f0f33ae5de53ddc066cc08
IMG_0134,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\130066.jpg,130066.jpg,481,321,RGB,JPEG,76bea9cddc43fcd5bf476a6ce57be846f7a4c58367c75b65342ee48b83a7fd59
IMG_0135,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\134049.jpg,134049.jpg,481,321,RGB,JPEG,aef65fe0e008b8ab4d380008956239008a9d87af18db48bd4bfc5949f853fb80
IMG_0136,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\134067.jpg,134067.jpg,321,481,RGB,JPEG,a6edef5e4ece7772631d83d0d540915fb24d0702832b1b55c882ff9f10f84ead
IMG_0137,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\140006.jpg,140006.jpg,321,481,RGB,JPEG,b2a7f8bbe5997025679a2aef5c63a2af1dc8f82f4f10a54968ed2265eda4f3ed
IMG_0138,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\140088.jpg,140088.jpg,321,481,RGB,JPEG,d7d9d8f75fc2e7e016cd032d36cee2cb879f49d81b781a13666efe25ae34f4ff
IMG_0139,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\14085.jpg,14085.jpg,481,321,RGB,JPEG,422ecc12e446aab0402491ca760617614efe5df15ff2885047898348366cd182
IMG_0140,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\14092.jpg,14092.jpg,481,321,RGB,JPEG,28cf7a6fedc4e759b555a21ec7293c1c76ed86ba584e78acc15fa80a3f0a8af4
IMG_0141,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\141012.jpg,141012.jpg,481,321,RGB,JPEG,64c79597add3618b25e4f1da5ec4663606003ff567ab4f885dc70f2dfdb65bfb
IMG_0142,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\141048.jpg,141048.jpg,481,321,RGB,JPEG,077a9ba0b47ffaca3378a3b9238037f1cc9f4e3ce05a1ea79234b74a220fbb1d
IMG_0143,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\145059.jpg,145059.jpg,481,321,RGB,JPEG,e54556691f0d1932809307d09ed28beb758b88f4964b5be2f25dd55b15c65dae
IMG_0144,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\145079.jpg,145079.jpg,481,321,RGB,JPEG,c22b573f79cc33a74f95fe7657a885eb28a72dddbce293031fb6b5a0383a1ef0
IMG_0145,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\146074.jpg,146074.jpg,481,321,RGB,JPEG,363c7412accc072dd333079ece458ae7242ffb6e7e7ff43769535695c2eb36df
IMG_0146,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\147077.jpg,147077.jpg,321,481,RGB,JPEG,58d982e3a21641de41fd7226f12930d58c263faa46e7873c32a8482adc1f2195
IMG_0147,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\147080.jpg,147080.jpg,481,321,RGB,JPEG,d123b0805613106d9963256cade9303c836bf7e44ad4246a1ee80c1787ab4fc3
IMG_0148,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\15011.jpg,15011.jpg,481,321,RGB,JPEG,faa6f24b35efb5368b35cad0c855cdf1346caa762d881a77b6499b7dfa6bd9c9
IMG_0149,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\15062.jpg,15062.jpg,481,321,RGB,JPEG,5f712262d849dc0c0f3a2105f7a84a5e9d43acd0322dbe3c623ab1666c263b45
IMG_0150,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\156054.jpg,156054.jpg,321,481,RGB,JPEG,b6fd2f5ea33770bf59d1c93cb072eef201a6ed2effe1b6849047c79bbe3cf7d1
IMG_0151,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\157032.jpg,157032.jpg,481,321,RGB,JPEG,871b712b8378152f556ab893fea214ddad054dfe3b477aafe50aa6b28ab62180
IMG_0152,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\157087.jpg,157087.jpg,481,321,RGB,JPEG,3c11e74c45c841bd15cef1ccb798748180348712c122d17fac1b325d9181a03c
IMG_0153,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\159002.jpg,159002.jpg,321,481,RGB,JPEG,9943225e4dc4f0beeb47f647dbb0135211f03ec227aa0f2f5414bd76879c1d5e
IMG_0154,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\159022.jpg,159022.jpg,481,321,RGB,JPEG,bfd411afa908510a2d8b5ddb408f260274cd405dbc12f3917634958dd7125055
IMG_0155,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\160006.jpg,160006.jpg,481,321,RGB,JPEG,d7e9211d09d4e2f9ed1cc26c2881a875b6d0267ceaed46c33752c73634437e54
IMG_0156,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\16004.jpg,16004.jpg,481,321,RGB,JPEG,60bbabf581e05d4375f038a2f5e3b54d7f432309555ec862bad055861745d065
IMG_0157,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\160067.jpg,160067.jpg,481,321,RGB,JPEG,67433727c173c6d39898b951a9bf0ffad5cd67162e9fd72bd3e63922437c8dfb
IMG_0158,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\16068.jpg,16068.jpg,481,321,RGB,JPEG,41860a888ef88a53fd2a8f87efe6aa940cb251846a4e4286b314cf6837db685d
IMG_0159,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\161045.jpg,161045.jpg,481,321,RGB,JPEG,fc1fef369b737153abc1939d5caadd2bcb1c43c993b0585d76baddf904097d54
IMG_0160,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\163004.jpg,163004.jpg,321,481,RGB,JPEG,f0fcae5a5423204d97b76b5d4ec908f252f12ec9a5389dd78f6b77b4682ac1d8
IMG_0161,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\163096.jpg,163096.jpg,321,481,RGB,JPEG,0664af30fb590ed984fc84cf465d2bbf98f7ff4224ccafa07d0c8a88ae7e489a
IMG_0162,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\164046.jpg,164046.jpg,321,481,RGB,JPEG,a22ecdcecbdfeb9b59689a253e1f6eb623fff9366eab7432cc25c6493b26480e
IMG_0163,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\168084.jpg,168084.jpg,481,321,RGB,JPEG,cfd2ca5c91a4d0766a0361cae0fa85156e5d41837423b456afe116f1aab5df51
IMG_0164,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\17067.jpg,17067.jpg,321,481,RGB,JPEG,009272fd55b183079416afa7dce44f378e5ebee0671fb93f0b7c625896568d7d
IMG_0165,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\175083.jpg,175083.jpg,481,321,RGB,JPEG,1195c007b2c5bfd1dd2e3ca745234761ae84c8eeb6be9369f4dcc7fd683edfc8
IMG_0166,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\176051.jpg,176051.jpg,481,321,RGB,JPEG,35e756e96c7aae6c5a60e30f383d73a8d23f39e0017bb215fee042969e7f0ece
IMG_0167,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\179084.jpg,179084.jpg,481,321,RGB,JPEG,56d2163c22047df06b2cc1822d938ac7a5f006dace4a36348cec84581305c178
IMG_0168,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\181021.jpg,181021.jpg,321,481,RGB,JPEG,0c2691f21f60443a0ff374b0dcd5f4d59b292493f059950783927edd2cc343d1
IMG_0169,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\183066.jpg,183066.jpg,481,321,RGB,JPEG,51e445086f15f1ac6ed53fe36d8b05cee73af1814b31bfebe586c1ad380ea3f6
IMG_0170,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\185092.jpg,185092.jpg,481,321,RGB,JPEG,62ccd6f5e239e9f1436fde259b2790d311ae9d44d080fb41d2ee52af4158a51d
IMG_0171,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\187058.jpg,187058.jpg,481,321,RGB,JPEG,7e22c0aad5a70be1ef3b39208628c7e684b8dd316e5277c711656264f28957d5
IMG_0172,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\187099.jpg,187099.jpg,481,321,RGB,JPEG,446645603a915a14f7396e59338029ea07347445b35e69b0d4288aed6dd72fa3
IMG_0173,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\188025.jpg,188025.jpg,481,321,RGB,JPEG,36f77290d5616c2a19d1e500894d654eb4150334b6d7415a4ae94281d82ccddd
IMG_0174,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\189006.jpg,189006.jpg,321,481,RGB,JPEG,145c090ed9124d70f4831fa65eaf9b03037394620e09eed18fb6664d1e18899f
IMG_0175,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\189013.jpg,189013.jpg,321,481,RGB,JPEG,ae1e6b753a9d57ec0f67fa49aa0184103100f0735126b99aafe7b2bf2ee82945
IMG_0176,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\189029.jpg,189029.jpg,321,481,RGB,JPEG,04cabce52bd2d45a4223887e2668b8d2c5a568ba4ba038f14d94e22843fec4db
IMG_0177,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\189096.jpg,189096.jpg,481,321,RGB,JPEG,78aec8826416eb8846855b62ff8afd3808776ad3ab6b2acb1350dd373ed741cd
IMG_0178,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\196027.jpg,196027.jpg,321,481,RGB,JPEG,17d600717a50f174642f369cc5ad93c3463680b5b2d1cfc9ad8aa355ce2508c8
IMG_0179,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\196040.jpg,196040.jpg,321,481,RGB,JPEG,118104de61573ce715006fd507185a23acdc5db88d7ea419bfee068b90eaca64
IMG_0180,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\196062.jpg,196062.jpg,481,321,RGB,JPEG,c883772cbce3ecbd583bc1c44bef7f29d45ac45834f514b31e440f60407ae768
IMG_0181,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\196088.jpg,196088.jpg,481,321,RGB,JPEG,4212157c1800d1327405cd1370254cdd9ac2ee79b0a5676c1dd02fa13665c0e5
IMG_0182,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\198087.jpg,198087.jpg,321,481,RGB,JPEG,ae2e968cab42ec427271ed1e7e3b83cfa9908ede08af67cc9016b67c286366c5
IMG_0183,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\20069.jpg,20069.jpg,321,481,RGB,JPEG,824f794603001e2e80e1e1fdab16e732dcb6dba29aec7370154bfb4349b9c681
IMG_0184,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\201080.jpg,201080.jpg,481,321,RGB,JPEG,80feeec5dab8c086d7d45c0b9d6c9e96672e1d678f5769f5ebb25626e0ca2662
IMG_0185,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\2018.jpg,2018.jpg,321,481,RGB,JPEG,181f54d5dc7c77222c5c9992289c885f38156fcae91df8e25c2dda2d3f810b00
IMG_0186,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\202000.jpg,202000.jpg,481,321,RGB,JPEG,ae107eef61c8090c695062025ed354986a15c13a2f9798a0252fb365831b1a1f
IMG_0187,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\206062.jpg,206062.jpg,481,321,RGB,JPEG,851ec0d133e3b8a16767bc0106f14bfcdfecc51faf8a2a109741a952218f8848
IMG_0188,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\206097.jpg,206097.jpg,481,321,RGB,JPEG,72399dc8926a89b4420a528457826e246d333f77f859effe15ca60b37ae9fe4d
IMG_0189,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\207038.jpg,207038.jpg,481,321,RGB,JPEG,11c553e62de3511c9ab066cc80fb9ffce4bb67bac1b935f6e5eb7ae9509f865b
IMG_0190,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\207049.jpg,207049.jpg,481,321,RGB,JPEG,98bd2ca6d90a6e89baf5f53f992f5d240a39fa62e2dac8666b9839cee2a0e6ae
IMG_0191,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\208078.jpg,208078.jpg,481,321,RGB,JPEG,063a3c11846c0ee2591da2a5c5542f915cfb36a9085198a053569f8acc1f3f1f
IMG_0192,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\209021.jpg,209021.jpg,481,321,RGB,JPEG,df655d42df8ed4eff60aa84ee8ce98c4892f8a547c9f01a2674edb54a25d1c70
IMG_0193,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\217013.jpg,217013.jpg,321,481,RGB,JPEG,21749c24da02f0ecfceb903ba4820445e2f033a9c36569401dd6b5c1a5c24398
IMG_0194,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\217090.jpg,217090.jpg,481,321,RGB,JPEG,9ff5a18053187ca3d3c4a00d87178259b1712323c3f6e7d5be2bccc78216e889
IMG_0195,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\220003.jpg,220003.jpg,481,321,RGB,JPEG,c46e222c79eda837d7f2895d009687e804a056bdbbb5c7f666c9aadf08e4267a
IMG_0196,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\223004.jpg,223004.jpg,321,481,RGB,JPEG,662898ae8e5821d9e14fe11a534101eb0630afb8926fb6352032c75eb96b8358
IMG_0197,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\223060.jpg,223060.jpg,481,321,RGB,JPEG,59cdcdb8f190665337fc5ee855151bd2aa1422cb0eae6f10e4a790f06948c066
IMG_0198,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\225022.jpg,225022.jpg,321,481,RGB,JPEG,252611ccaf6f32e40ef2cd65d26a00849e26014bfbca2a573f6a22fd0f957ffc
IMG_0199,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\226022.jpg,226022.jpg,481,321,RGB,JPEG,51e4b6f8927117ccae90f496fdb00170cf82bf5060666a537c898a6648fb56e0
IMG_0200,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\226033.jpg,226033.jpg,481,321,RGB,JPEG,fdb2b0e42c05e6e403d1c726f72f88d5d14476fd6bb03f3061c67c731a8d5534
IMG_0201,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\226043.jpg,226043.jpg,321,481,RGB,JPEG,e8c71386c23af6bd2ee36d101a830806aafeacce08cd312c602cc427f89e11d8
IMG_0202,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\226060.jpg,226060.jpg,321,481,RGB,JPEG,65b6cce818f591d581abb641cb105b58bebf6462c7ce2653cb407249ddcb6eaf
IMG_0203,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\228076.jpg,228076.jpg,481,321,RGB,JPEG,3f9dacb6b6abd274379c54a2a093066a2b74cf070df786eae2147e0549016cb6
IMG_0204,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\230063.jpg,230063.jpg,321,481,RGB,JPEG,4d0063df58cbcb503aa7276b8b5166a12fc2f50c767db46a1a9a8e1b4c2f79cf
IMG_0205,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\230098.jpg,230098.jpg,321,481,RGB,JPEG,78f5c5914ad2c292a3e0b7d08d1d781c48c3b98fc4eabd762488db55c6dbc2e9
IMG_0206,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\23050.jpg,23050.jpg,321,481,RGB,JPEG,85ee9ee1c7181d680ddb2735bc48c7971c793e31501305be4806fa7adf324ea7
IMG_0207,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\232076.jpg,232076.jpg,481,321,RGB,JPEG,962addabe93b2b86ac75ecd75613b81b777b2c4ea69c1dff58a9bbc1a851509e
IMG_0208,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\235098.jpg,235098.jpg,481,321,RGB,JPEG,8c46a1b13714c09efae4f9ab0b9bf629730f67cc64d97661c958da04a8230d40
IMG_0209,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\238025.jpg,238025.jpg,321,481,RGB,JPEG,bf5f49a5c122029bda2b400675d331fbf45b37dfd8dc4c2257c690692d5ba253
IMG_0210,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\243095.jpg,243095.jpg,321,481,RGB,JPEG,a47a0846360e7682d285ad27a3bd838ddad88d44db13796792487a3f1ce90393
IMG_0211,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\246009.jpg,246009.jpg,321,481,RGB,JPEG,0d3aa8482d5b188db3554615d999dae010690f9da66c68efac5ffdb17cd12df0
IMG_0212,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\247003.jpg,247003.jpg,481,321,RGB,JPEG,a2cd96da4a2ac152771f68b3cb8e0e0ef2103893576c28f9bda99858d393802e
IMG_0213,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\247012.jpg,247012.jpg,481,321,RGB,JPEG,36939d7a38fedcddc27b2b8cc0f7a45379422c7c84f25febe477163e9b8f66ca
IMG_0214,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\249021.jpg,249021.jpg,321,481,RGB,JPEG,593e328eff454ece7daf784333e325bcf9642640dba1d287c03cd745e6c74e45
IMG_0215,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\250047.jpg,250047.jpg,321,481,RGB,JPEG,28fd01582cbbdc023998fe079f4b03497b185754112835832dcb56deb5f77987
IMG_0216,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\250087.jpg,250087.jpg,321,481,RGB,JPEG,b3566a4d1f2da4769c81cb521f4f61c1d5ab40c60c1f791b47e6fd52fdb07a2b
IMG_0217,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\253016.jpg,253016.jpg,481,321,RGB,JPEG,c6ccab77d494ddf61d20adb2414dd47ca05cf0324f2778a340e4759593ee3d9b
IMG_0218,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\253092.jpg,253092.jpg,321,481,RGB,JPEG,3fe885e6fa17e23f05f39198f017dd337fd8dd278d292c7e221996746fb06527
IMG_0219,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\257098.jpg,257098.jpg,321,481,RGB,JPEG,ef35cd90dcc88409ed7c19e24ed837b4cc226c65adb979535110c37ba4d2c60f
IMG_0220,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\258089.jpg,258089.jpg,481,321,RGB,JPEG,b72abd40eaecbacf462c6859de98d92f3b5ed09256cd845f1fd1f5b64ff36e35
IMG_0221,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\259060.jpg,259060.jpg,321,481,RGB,JPEG,5f03b6830584ecc86270eb22d6fc397137fd6b841315fd810451971d6ccae742
IMG_0222,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\267036.jpg,267036.jpg,321,481,RGB,JPEG,ed0bcd791de3af150bba912676d3fc30f2a9a4c6c6a21de3cbabc13c339fe85d
IMG_0223,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\268048.jpg,268048.jpg,481,321,RGB,JPEG,f456df09433d1184cda416cff96489baf29b23ce9c1aade1546e93ec0cf8de7c
IMG_0224,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\268074.jpg,268074.jpg,321,481,RGB,JPEG,72aad50c614c21978639c13315acd8c7008891ffaec90842642edd94bc1fdc01
IMG_0225,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\277053.jpg,277053.jpg,481,321,RGB,JPEG,e6efb84d5861557244cc8dd3ba3e3ea23bec2fd9c92813ecf61643036c6ba9d4
IMG_0226,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\279005.jpg,279005.jpg,321,481,RGB,JPEG,26adc42b6bf112e744ca68977b275a22871ed152ceb4f0512fdb9c88b229e699
IMG_0227,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\28083.jpg,28083.jpg,481,321,RGB,JPEG,3f35dfd750653a0122c8c69ccd32a6376cf0393d35cc6441ab20560e703e1bb1
IMG_0228,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\281017.jpg,281017.jpg,321,481,RGB,JPEG,446289c0b04d3a5cc69691b44a679a072b25960b16635fbd30f5079a60a1351e
IMG_0229,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\285022.jpg,285022.jpg,481,321,RGB,JPEG,ae15351a5ceb4be26557a55f809ff1d2d56e7109ed9cc9c7dde8210d284b9527
IMG_0230,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\288024.jpg,288024.jpg,481,321,RGB,JPEG,47cb843cfd749aee3ce64b8912c3ae69a775d151c538c3889c539976a96f35d8
IMG_0231,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\289011.jpg,289011.jpg,321,481,RGB,JPEG,fdc2db38488c6d651234e5ef71bbeae39ad981ac39e2fe0376b80b5ec7f01aa0
IMG_0232,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\290035.jpg,290035.jpg,481,321,RGB,JPEG,1b5c5488a1e71587b4c52f1e727666d79a3876d68e472d6161d2ca5c6919fa8a
IMG_0233,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\29030.jpg,29030.jpg,481,321,RGB,JPEG,586afdd37df42107807307b75ae03e42c68fe6c813792a85c8ec1daffb71c598
IMG_0234,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\296028.jpg,296028.jpg,481,321,RGB,JPEG,8606729e41788f88f970b302d9981660b1f2aea7bcbb8a23b4c2feb6f16e555e
IMG_0235,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\296058.jpg,296058.jpg,481,321,RGB,JPEG,393a7678cf917d0620ee3a48e97626f1c6a38b81559bb0d8d3ac7f25cc633bc7
IMG_0236,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\302022.jpg,302022.jpg,321,481,RGB,JPEG,d703e462c4c4871ad85ddb3af06eed0095ff7976cb8d6df7e2948450c3ef5561
IMG_0237,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\306051.jpg,306051.jpg,321,481,RGB,JPEG,fc1a1310bb2b827c98506ec665c3844c347613a92debd6fb3e29b5dbcd0ce2c4
IMG_0238,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\306052.jpg,306052.jpg,481,321,RGB,JPEG,e573ee9d2ec6a7f2c6a215bf2ad979fbc9056ade59d02de5832efd59fea11b3d
IMG_0239,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\3063.jpg,3063.jpg,481,321,RGB,JPEG,b98bff045cc2fca3011e11d437b11e9ad564c305f5e75aeed8cf1e99b23d2076
IMG_0240,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\309040.jpg,309040.jpg,481,321,RGB,JPEG,00a0850bc056decb473ecb48785939858adad89c2a1378e83b71d0020d148211
IMG_0241,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\317043.jpg,317043.jpg,481,321,RGB,JPEG,268dbaff8e5a307428e8677953a2997830befa3aba1732f419b400dc9fa7f14c
IMG_0242,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\326025.jpg,326025.jpg,481,321,RGB,JPEG,3ec181582e98ec5acc43e9c920a5385cb900d99977e54f79ffc2b6fdeeeee46e
IMG_0243,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\326085.jpg,326085.jpg,321,481,RGB,JPEG,c79e9a93f5d8e5484db1132afdbaf465245c64fcd3473d24105a8b8054eec9f5
IMG_0244,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\33044.jpg,33044.jpg,321,481,RGB,JPEG,e7fb5606edf799db4c13804fbb1b2148f85896a643dcf1ce87493b9e5996e2b2
IMG_0245,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\334025.jpg,334025.jpg,321,481,RGB,JPEG,2545f5caaa9842cfc0a63fce25fd7a66ec6a2c874a9ed429917e73c19b25f788
IMG_0246,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\335088.jpg,335088.jpg,481,321,RGB,JPEG,5a9396fd5099fd5d0786c8ba231165c1ba30d2eac2cdb27c31bf0c6c2d0634cf
IMG_0247,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\335094.jpg,335094.jpg,481,321,RGB,JPEG,ddfbe0893c856b7ab627a242b98d712429cd26f4176f8e7bb781bab11562661a
IMG_0248,BSDS500,test,final_evaluation_natural_images,BSR\BSDS500\data\images\test\344010.jpg,344010.jpg,481,321,RGB,JPEG,4f8625be97ee6ee5ba239a02a160b1e1bc7ec09afaf7be42f2785c3244db3a6f
