experiment_id,filename,run_index,algorithm,level_R,level_G,level_B,source
IMG_0024,157055.jpg,4,HHO-VC,3,5,157,E4_singleobjective_attained_solution
IMG_0024,157055.jpg,4,EHHO-VC,2,2,5,E4_singleobjective_attained_solution
IMG_0024,157055.jpg,4,BEHHO-VC-Calibrated,3,2,16,E4_singleobjective_attained_solution
IMG_0024,157055.jpg,4,BDA-EHHO-VC-Calibrated,6,2,167,E4_singleobjective_attained_solution
IMG_0024,157055.jpg,4,MO-BDA-EHHO-VC,16,73,14,E4_MO_equal_weight_compromise
IMG_0024,157055.jpg,5,BDA-EHHO-VC-Calibrated,4,10,169,E4_singleobjective_attained_solution
IMG_0024,157055.jpg,5,EHHO-VC,2,131,12,E4_singleobjective_attained_solution
IMG_0024,157055.jpg,5,BEHHO-VC-Calibrated,4,129,12,E4_singleobjective_attained_solution
IMG_0024,157055.jpg,5,HHO-VC,2,131,12,E4_singleobjective_attained_solution
IMG_0024,157055.jpg,5,MO-BDA-EHHO-VC,46,16,9,E4_MO_equal_weight_compromise
IMG_0025,159008.jpg,1,BDA-EHHO-VC-Calibrated,65,64,9,E4_singleobjective_attained_solution
IMG_0025,159008.jpg,1,HHO-VC,69,40,2,E4_singleobjective_attained_solution
IMG_0025,159008.jpg,1,EHHO-VC,48,30,2,E4_singleobjective_attained_solution
IMG_0025,159008.jpg,1,BEHHO-VC-Calibrated,68,64,2,E4_singleobjective_attained_solution
IMG_0025,159008.jpg,1,MO-BDA-EHHO-VC,20,19,26,E4_MO_equal_weight_compromise
IMG_0025,159008.jpg,2,HHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0025,159008.jpg,2,BDA-EHHO-VC-Calibrated,2,2,132,E4_singleobjective_attained_solution
IMG_0025,159008.jpg,2,BEHHO-VC-Calibrated,2,2,206,E4_singleobjective_attained_solution
IMG_0025,159008.jpg,2,EHHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0025,159008.jpg,2,MO-BDA-EHHO-VC,12,9,99,E4_MO_equal_weight_compromise
IMG_0025,159008.jpg,3,HHO-VC,9,177,135,E4_singleobjective_attained_solution
IMG_0025,159008.jpg,3,BDA-EHHO-VC-Calibrated,15,184,141,E4_singleobjective_attained_solution
IMG_0025,159008.jpg,3,BEHHO-VC-Calibrated,5,180,160,E4_singleobjective_attained_solution
IMG_0025,159008.jpg,3,EHHO-VC,10,184,139,E4_singleobjective_attained_solution
IMG_0025,159008.jpg,3,MO-BDA-EHHO-VC,22,10,8,E4_MO_equal_weight_compromise
IMG_0025,159008.jpg,4,BDA-EHHO-VC-Calibrated,221,115,97,E4_singleobjective_attained_solution
IMG_0025,159008.jpg,4,HHO-VC,214,8,98,E4_singleobjective_attained_solution
IMG_0025,159008.jpg,4,BEHHO-VC-Calibrated,241,47,105,E4_singleobjective_attained_solution
IMG_0025,159008.jpg,4,EHHO-VC,214,8,98,E4_singleobjective_attained_solution
IMG_0025,159008.jpg,4,MO-BDA-EHHO-VC,75,80,4,E4_MO_equal_weight_compromise
IMG_0025,159008.jpg,5,HHO-VC,140,83,133,E4_singleobjective_attained_solution
IMG_0025,159008.jpg,5,EHHO-VC,140,83,133,E4_singleobjective_attained_solution
IMG_0025,159008.jpg,5,BDA-EHHO-VC-Calibrated,138,106,151,E4_singleobjective_attained_solution
IMG_0025,159008.jpg,5,BEHHO-VC-Calibrated,215,86,159,E4_singleobjective_attained_solution
IMG_0025,159008.jpg,5,MO-BDA-EHHO-VC,7,32,72,E4_MO_equal_weight_compromise
IMG_0026,160068.jpg,1,EHHO-VC,40,128,118,E4_singleobjective_attained_solution
IMG_0026,160068.jpg,1,HHO-VC,40,128,118,E4_singleobjective_attained_solution
IMG_0026,160068.jpg,1,BEHHO-VC-Calibrated,105,140,58,E4_singleobjective_attained_solution
IMG_0026,160068.jpg,1,BDA-EHHO-VC-Calibrated,36,242,58,E4_singleobjective_attained_solution
IMG_0026,160068.jpg,1,MO-BDA-EHHO-VC,32,10,19,E4_MO_equal_weight_compromise
IMG_0026,160068.jpg,2,EHHO-VC,2,9,255,E4_singleobjective_attained_solution
IMG_0026,160068.jpg,2,BDA-EHHO-VC-Calibrated,2,12,232,E4_singleobjective_attained_solution
IMG_0026,160068.jpg,2,BEHHO-VC-Calibrated,2,8,4,E4_singleobjective_attained_solution
IMG_0026,160068.jpg,2,HHO-VC,2,9,233,E4_singleobjective_attained_solution
IMG_0026,160068.jpg,2,MO-BDA-EHHO-VC,7,14,24,E4_MO_equal_weight_compromise
IMG_0026,160068.jpg,3,BEHHO-VC-Calibrated,3,11,151,E4_singleobjective_attained_solution
IMG_0026,160068.jpg,3,HHO-VC,8,3,3,E4_singleobjective_attained_solution
IMG_0026,160068.jpg,3,EHHO-VC,23,12,3,E4_singleobjective_attained_solution
IMG_0026,160068.jpg,3,BDA-EHHO-VC-Calibrated,2,49,86,E4_singleobjective_attained_solution
IMG_0026,160068.jpg,3,MO-BDA-EHHO-VC,34,24,53,E4_MO_equal_weight_compromise
IMG_0026,160068.jpg,4,HHO-VC,11,2,2,E4_singleobjective_attained_solution
IMG_0026,160068.jpg,4,BDA-EHHO-VC-Calibrated,29,27,2,E4_singleobjective_attained_solution
IMG_0026,160068.jpg,4,BEHHO-VC-Calibrated,72,2,2,E4_singleobjective_attained_solution
IMG_0026,160068.jpg,4,EHHO-VC,29,2,2,E4_singleobjective_attained_solution
IMG_0026,160068.jpg,4,MO-BDA-EHHO-VC,18,9,8,E4_MO_equal_weight_compromise
IMG_0026,160068.jpg,5,BDA-EHHO-VC-Calibrated,203,60,2,E4_singleobjective_attained_solution
IMG_0026,160068.jpg,5,HHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0026,160068.jpg,5,EHHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0026,160068.jpg,5,BEHHO-VC-Calibrated,206,2,2,E4_singleobjective_attained_solution
IMG_0026,160068.jpg,5,MO-BDA-EHHO-VC,25,4,20,E4_MO_equal_weight_compromise
IMG_0027,16077.jpg,1,EHHO-VC,195,254,199,E4_singleobjective_attained_solution
IMG_0027,16077.jpg,1,BEHHO-VC-Calibrated,192,230,175,E4_singleobjective_attained_solution
IMG_0027,16077.jpg,1,HHO-VC,168,246,204,E4_singleobjective_attained_solution
IMG_0027,16077.jpg,1,BDA-EHHO-VC-Calibrated,196,47,214,E4_singleobjective_attained_solution
IMG_0027,16077.jpg,1,MO-BDA-EHHO-VC,27,29,41,E4_MO_equal_weight_compromise
IMG_0027,16077.jpg,2,HHO-VC,12,3,6,E4_singleobjective_attained_solution
IMG_0027,16077.jpg,2,BEHHO-VC-Calibrated,118,3,101,E4_singleobjective_attained_solution
IMG_0027,16077.jpg,2,EHHO-VC,67,3,6,E4_singleobjective_attained_solution
IMG_0027,16077.jpg,2,BDA-EHHO-VC-Calibrated,41,3,12,E4_singleobjective_attained_solution
IMG_0027,16077.jpg,2,MO-BDA-EHHO-VC,4,18,17,E4_MO_equal_weight_compromise
IMG_0027,16077.jpg,3,BEHHO-VC-Calibrated,141,5,2,E4_singleobjective_attained_solution
IMG_0027,16077.jpg,3,HHO-VC,113,76,2,E4_singleobjective_attained_solution
IMG_0027,16077.jpg,3,BDA-EHHO-VC-Calibrated,118,78,2,E4_singleobjective_attained_solution
IMG_0027,16077.jpg,3,EHHO-VC,56,51,2,E4_singleobjective_attained_solution
IMG_0027,16077.jpg,3,MO-BDA-EHHO-VC,20,62,15,E4_MO_equal_weight_compromise
IMG_0027,16077.jpg,4,EHHO-VC,249,75,255,E4_singleobjective_attained_solution
IMG_0027,16077.jpg,4,BDA-EHHO-VC-Calibrated,2,22,100,E4_singleobjective_attained_solution
IMG_0027,16077.jpg,4,HHO-VC,141,42,255,E4_singleobjective_attained_solution
IMG_0027,16077.jpg,4,BEHHO-VC-Calibrated,2,64,81,E4_singleobjective_attained_solution
IMG_0027,16077.jpg,4,MO-BDA-EHHO-VC,85,10,56,E4_MO_equal_weight_compromise
IMG_0027,16077.jpg,5,HHO-VC,8,254,2,E4_singleobjective_attained_solution
IMG_0027,16077.jpg,5,BDA-EHHO-VC-Calibrated,33,246,2,E4_singleobjective_attained_solution
IMG_0027,16077.jpg,5,BEHHO-VC-Calibrated,8,4,2,E4_singleobjective_attained_solution
IMG_0027,16077.jpg,5,EHHO-VC,8,254,2,E4_singleobjective_attained_solution
IMG_0027,16077.jpg,5,MO-BDA-EHHO-VC,40,56,18,E4_MO_equal_weight_compromise
IMG_0028,163085.jpg,1,BEHHO-VC-Calibrated,4,65,54,E4_singleobjective_attained_solution
IMG_0028,163085.jpg,1,BDA-EHHO-VC-Calibrated,4,108,71,E4_singleobjective_attained_solution
IMG_0028,163085.jpg,1,HHO-VC,2,100,26,E4_singleobjective_attained_solution
IMG_0028,163085.jpg,1,EHHO-VC,2,101,23,E4_singleobjective_attained_solution
IMG_0028,163085.jpg,1,MO-BDA-EHHO-VC,37,4,13,E4_MO_equal_weight_compromise
IMG_0028,163085.jpg,2,EHHO-VC,2,6,2,E4_singleobjective_attained_solution
IMG_0028,163085.jpg,2,HHO-VC,2,6,2,E4_singleobjective_attained_solution
IMG_0028,163085.jpg,2,BDA-EHHO-VC-Calibrated,2,64,2,E4_singleobjective_attained_solution
IMG_0028,163085.jpg,2,BEHHO-VC-Calibrated,2,33,2,E4_singleobjective_attained_solution
IMG_0028,163085.jpg,2,MO-BDA-EHHO-VC,148,58,6,E4_MO_equal_weight_compromise
IMG_0028,163085.jpg,3,BEHHO-VC-Calibrated,255,239,247,E4_singleobjective_attained_solution
IMG_0028,163085.jpg,3,EHHO-VC,255,239,255,E4_singleobjective_attained_solution
IMG_0028,163085.jpg,3,HHO-VC,255,241,255,E4_singleobjective_attained_solution
IMG_0028,163085.jpg,3,BDA-EHHO-VC-Calibrated,209,170,199,E4_singleobjective_attained_solution
IMG_0028,163085.jpg,3,MO-BDA-EHHO-VC,181,6,30,E4_MO_equal_weight_compromise
IMG_0028,163085.jpg,4,BEHHO-VC-Calibrated,4,2,180,E4_singleobjective_attained_solution
IMG_0028,163085.jpg,4,HHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0028,163085.jpg,4,BDA-EHHO-VC-Calibrated,31,6,183,E4_singleobjective_attained_solution
IMG_0028,163085.jpg,4,EHHO-VC,5,2,2,E4_singleobjective_attained_solution
IMG_0028,163085.jpg,4,MO-BDA-EHHO-VC,16,8,14,E4_MO_equal_weight_compromise
IMG_0028,163085.jpg,5,HHO-VC,46,229,34,E4_singleobjective_attained_solution
IMG_0028,163085.jpg,5,EHHO-VC,46,229,34,E4_singleobjective_attained_solution
IMG_0028,163085.jpg,5,BEHHO-VC-Calibrated,72,4,34,E4_singleobjective_attained_solution
IMG_0028,163085.jpg,5,BDA-EHHO-VC-Calibrated,74,245,15,E4_singleobjective_attained_solution
IMG_0028,163085.jpg,5,MO-BDA-EHHO-VC,137,28,20,E4_MO_equal_weight_compromise
IMG_0029,167062.jpg,1,EHHO-VC,5,116,182,E4_singleobjective_attained_solution
IMG_0029,167062.jpg,1,HHO-VC,5,141,221,E4_singleobjective_attained_solution
IMG_0029,167062.jpg,1,BDA-EHHO-VC-Calibrated,5,211,184,E4_singleobjective_attained_solution
IMG_0029,167062.jpg,1,BEHHO-VC-Calibrated,5,221,161,E4_singleobjective_attained_solution
IMG_0029,167062.jpg,1,MO-BDA-EHHO-VC,18,21,19,E4_MO_equal_weight_compromise
IMG_0029,167062.jpg,2,BEHHO-VC-Calibrated,205,57,220,E4_singleobjective_attained_solution
IMG_0029,167062.jpg,2,BDA-EHHO-VC-Calibrated,37,52,246,E4_singleobjective_attained_solution
IMG_0029,167062.jpg,2,HHO-VC,255,63,241,E4_singleobjective_attained_solution
IMG_0029,167062.jpg,2,EHHO-VC,228,57,226,E4_singleobjective_attained_solution
IMG_0029,167062.jpg,2,MO-BDA-EHHO-VC,15,17,139,E4_MO_equal_weight_compromise
IMG_0029,167062.jpg,3,HHO-VC,173,169,165,E4_singleobjective_attained_solution
IMG_0029,167062.jpg,3,BDA-EHHO-VC-Calibrated,157,203,249,E4_singleobjective_attained_solution
IMG_0029,167062.jpg,3,EHHO-VC,170,171,167,E4_singleobjective_attained_solution
IMG_0029,167062.jpg,3,BEHHO-VC-Calibrated,159,187,235,E4_singleobjective_attained_solution
IMG_0029,167062.jpg,3,MO-BDA-EHHO-VC,9,29,42,E4_MO_equal_weight_compromise
IMG_0029,167062.jpg,4,BDA-EHHO-VC-Calibrated,253,191,22,E4_singleobjective_attained_solution
IMG_0029,167062.jpg,4,HHO-VC,238,222,3,E4_singleobjective_attained_solution
IMG_0029,167062.jpg,4,BEHHO-VC-Calibrated,244,197,24,E4_singleobjective_attained_solution
IMG_0029,167062.jpg,4,EHHO-VC,215,222,5,E4_singleobjective_attained_solution
IMG_0029,167062.jpg,4,MO-BDA-EHHO-VC,9,8,28,E4_MO_equal_weight_compromise
IMG_0029,167062.jpg,5,BDA-EHHO-VC-Calibrated,204,200,37,E4_singleobjective_attained_solution
IMG_0029,167062.jpg,5,BEHHO-VC-Calibrated,4,65,33,E4_singleobjective_attained_solution
IMG_0029,167062.jpg,5,HHO-VC,10,199,37,E4_singleobjective_attained_solution
IMG_0029,167062.jpg,5,EHHO-VC,10,199,37,E4_singleobjective_attained_solution
IMG_0029,167062.jpg,5,MO-BDA-EHHO-VC,5,24,103,E4_MO_equal_weight_compromise
IMG_0030,167083.jpg,1,BDA-EHHO-VC-Calibrated,142,6,112,E4_singleobjective_attained_solution
IMG_0030,167083.jpg,1,EHHO-VC,163,228,100,E4_singleobjective_attained_solution
IMG_0030,167083.jpg,1,HHO-VC,163,228,100,E4_singleobjective_attained_solution
IMG_0030,167083.jpg,1,BEHHO-VC-Calibrated,14,191,69,E4_singleobjective_attained_solution
IMG_0030,167083.jpg,1,MO-BDA-EHHO-VC,34,13,31,E4_MO_equal_weight_compromise
IMG_0030,167083.jpg,2,EHHO-VC,36,33,3,E4_singleobjective_attained_solution
IMG_0030,167083.jpg,2,HHO-VC,68,37,2,E4_singleobjective_attained_solution
IMG_0030,167083.jpg,2,BEHHO-VC-Calibrated,42,64,3,E4_singleobjective_attained_solution
IMG_0030,167083.jpg,2,BDA-EHHO-VC-Calibrated,36,64,2,E4_singleobjective_attained_solution
IMG_0030,167083.jpg,2,MO-BDA-EHHO-VC,18,8,2,E4_MO_equal_weight_compromise
IMG_0030,167083.jpg,3,BEHHO-VC-Calibrated,2,114,11,E4_singleobjective_attained_solution
IMG_0030,167083.jpg,3,HHO-VC,194,223,34,E4_singleobjective_attained_solution
IMG_0030,167083.jpg,3,BDA-EHHO-VC-Calibrated,190,146,11,E4_singleobjective_attained_solution
IMG_0030,167083.jpg,3,EHHO-VC,50,55,11,E4_singleobjective_attained_solution
IMG_0030,167083.jpg,3,MO-BDA-EHHO-VC,7,97,146,E4_MO_equal_weight_compromise
IMG_0030,167083.jpg,4,EHHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0030,167083.jpg,4,HHO-VC,2,2,2,E4_singleobjective_attained_solution
IMG_0030,167083.jpg,4,BEHHO-VC-Calibrated,237,255,255,E4_singleobjective_attained_solution
IMG_0030,167083.jpg,4,BDA-EHHO-VC-Calibrated,227,253,253,E4_singleobjective_attained_solution
IMG_0030,167083.jpg,4,MO-BDA-EHHO-VC,21,12,31,E4_MO_equal_weight_compromise
IMG_0030,167083.jpg,5,EHHO-VC,6,2,10,E4_singleobjective_attained_solution
IMG_0030,167083.jpg,5,BEHHO-VC-Calibrated,6,2,152,E4_singleobjective_attained_solution
IMG_0030,167083.jpg,5,BDA-EHHO-VC-Calibrated,6,75,195,E4_singleobjective_attained_solution
IMG_0030,167083.jpg,5,HHO-VC,3,2,10,E4_singleobjective_attained_solution
IMG_0030,167083.jpg,5,MO-BDA-EHHO-VC,48,26,32,E4_MO_equal_weight_compromise
IMG_0031,170057.jpg,1,EHHO-VC,144,153,39,E4_singleobjective_attained_solution
IMG_0031,170057.jpg,1,BDA-EHHO-VC-Calibrated,35,155,60,E4_singleobjective_attained_solution
IMG_0031,170057.jpg,1,HHO-VC,140,150,39,E4_singleobjective_attained_solution
IMG_0031,170057.jpg,1,BEHHO-VC-Calibrated,15,184,39,E4_singleobjective_attained_solution
IMG_0031,170057.jpg,1,MO-BDA-EHHO-VC,251,17,115,E4_MO_equal_weight_compromise
IMG_0031,170057.jpg,2,HHO-VC,255,255,255,E4_singleobjective_attained_solution
IMG_0031,170057.jpg,2,EHHO-VC,255,255,255,E4_singleobjective_attained_solution
IMG_0031,170057.jpg,2,BEHHO-VC-Calibrated,255,255,223,E4_singleobjective_attained_solution
IMG_0031,170057.jpg,2,BDA-EHHO-VC-Calibrated,121,99,243,E4_singleobjective_attained_solution
IMG_0031,170057.jpg,2,MO-BDA-EHHO-VC,64,230,20,E4_MO_equal_weight_compromise
IMG_0031,170057.jpg,3,BDA-EHHO-VC-Calibrated,148,2,54,E4_singleobjective_attained_solution
IMG_0031,170057.jpg,3,BEHHO-VC-Calibrated,2,2,36,E4_singleobjective_attained_solution
IMG_0031,170057.jpg,3,HHO-VC,3,3,3,E4_singleobjective_attained_solution
IMG_0031,170057.jpg,3,EHHO-VC,6,6,6,E4_singleobjective_attained_solution
IMG_0031,170057.jpg,3,MO-BDA-EHHO-VC,48,64,4,E4_MO_equal_weight_compromise
IMG_0031,170057.jpg,4,BEHHO-VC-Calibrated,63,237,66,E4_singleobjective_attained_solution
IMG_0031,170057.jpg,4,EHHO-VC,3,241,255,E4_singleobjective_attained_solution
IMG_0031,170057.jpg,4,BDA-EHHO-VC-Calibrated,12,233,254,E4_singleobjective_attained_solution
IMG_0031,170057.jpg,4,HHO-VC,3,241,255,E4_singleobjective_attained_solution
IMG_0031,170057.jpg,4,MO-BDA-EHHO-VC,60,28,36,E4_MO_equal_weight_compromise
IMG_0031,170057.jpg,5,BDA-EHHO-VC-Calibrated,229,65,16,E4_singleobjective_attained_solution
IMG_0031,170057.jpg,5,EHHO-VC,201,253,56,E4_singleobjective_attained_solution
IMG_0031,170057.jpg,5,HHO-VC,202,255,56,E4_singleobjective_attained_solution
IMG_0031,170057.jpg,5,BEHHO-VC-Calibrated,128,64,16,E4_singleobjective_attained_solution
IMG_0031,170057.jpg,5,MO-BDA-EHHO-VC,66,36,133,E4_MO_equal_weight_compromise
IMG_0032,175032.jpg,1,BEHHO-VC-Calibrated,8,32,2,E4_singleobjective_attained_solution
IMG_0032,175032.jpg,1,BDA-EHHO-VC-Calibrated,253,229,2,E4_singleobjective_attained_solution
IMG_0032,175032.jpg,1,HHO-VC,36,3,2,E4_singleobjective_attained_solution
IMG_0032,175032.jpg,1,EHHO-VC,21,3,2,E4_singleobjective_attained_solution
IMG_0032,175032.jpg,1,MO-BDA-EHHO-VC,23,55,18,E4_MO_equal_weight_compromise
IMG_0032,175032.jpg,2,BDA-EHHO-VC-Calibrated,243,252,235,E4_singleobjective_attained_solution
IMG_0032,175032.jpg,2,HHO-VC,255,255,193,E4_singleobjective_attained_solution
IMG_0032,175032.jpg,2,EHHO-VC,255,255,193,E4_singleobjective_attained_solution
IMG_0032,175032.jpg,2,BEHHO-VC-Calibrated,255,255,191,E4_singleobjective_attained_solution
IMG_0032,175032.jpg,2,MO-BDA-EHHO-VC,37,127,126,E4_MO_equal_weight_compromise
IMG_0032,175032.jpg,3,HHO-VC,37,56,12,E4_singleobjective_attained_solution
IMG_0032,175032.jpg,3,EHHO-VC,37,56,12,E4_singleobjective_attained_solution
IMG_0032,175032.jpg,3,BEHHO-VC-Calibrated,48,130,12,E4_singleobjective_attained_solution
IMG_0032,175032.jpg,3,BDA-EHHO-VC-Calibrated,142,164,12,E4_singleobjective_attained_solution
IMG_0032,175032.jpg,3,MO-BDA-EHHO-VC,22,16,137,E4_MO_equal_weight_compromise
IMG_0032,175032.jpg,4,HHO-VC,46,2,2,E4_singleobjective_attained_solution
IMG_0032,175032.jpg,4,EHHO-VC,46,2,2,E4_singleobjective_attained_solution
IMG_0032,175032.jpg,4,BEHHO-VC-Calibrated,71,64,2,E4_singleobjective_attained_solution
IMG_0032,175032.jpg,4,BDA-EHHO-VC-Calibrated,111,20,2,E4_singleobjective_attained_solution
IMG_0032,175032.jpg,4,MO-BDA-EHHO-VC,17,164,181,E4_MO_equal_weight_compromise
IMG_0032,175032.jpg,5,BDA-EHHO-VC-Calibrated,126,130,5,E4_singleobjective_attained_solution
IMG_0032,175032.jpg,5,EHHO-VC,38,255,95,E4_singleobjective_attained_solution
IMG_0032,175032.jpg,5,BEHHO-VC-Calibrated,36,129,5,E4_singleobjective_attained_solution
IMG_0032,175032.jpg,5,HHO-VC,21,217,41,E4_singleobjective_attained_solution
IMG_0032,175032.jpg,5,MO-BDA-EHHO-VC,57,17,29,E4_MO_equal_weight_compromise
IMG_0033,175043.jpg,1,HHO-VC,4,2,2,E4_singleobjective_attained_solution
IMG_0033,175043.jpg,1,BEHHO-VC-Calibrated,2,4,2,E4_singleobjective_attained_solution
IMG_0033,175043.jpg,1,BDA-EHHO-VC-Calibrated,4,208,174,E4_singleobjective_attained_solution
IMG_0033,175043.jpg,1,EHHO-VC,4,2,2,E4_singleobjective_attained_solution
IMG_0033,175043.jpg,1,MO-BDA-EHHO-VC,53,20,130,E4_MO_equal_weight_compromise
IMG_0033,175043.jpg,2,EHHO-VC,7,3,200,E4_singleobjective_attained_solution
IMG_0033,175043.jpg,2,BEHHO-VC-Calibrated,7,2,252,E4_singleobjective_attained_solution
IMG_0033,175043.jpg,2,HHO-VC,7,3,205,E4_singleobjective_attained_solution
IMG_0033,175043.jpg,2,BDA-EHHO-VC-Calibrated,131,198,210,E4_singleobjective_attained_solution
IMG_0033,175043.jpg,2,MO-BDA-EHHO-VC,36,30,21,E4_MO_equal_weight_compromise
IMG_0033,175043.jpg,3,EHHO-VC,189,106,160,E4_singleobjective_attained_solution
IMG_0033,175043.jpg,3,HHO-VC,191,108,162,E4_singleobjective_attained_solution
IMG_0033,175043.jpg,3,BDA-EHHO-VC-Calibrated,198,106,184,E4_singleobjective_attained_solution
IMG_0033,175043.jpg,3,BEHHO-VC-Calibrated,205,108,197,E4_singleobjective_attained_solution
IMG_0033,175043.jpg,3,MO-BDA-EHHO-VC,12,16,64,E4_MO_equal_weight_compromise
IMG_0033,175043.jpg,4,HHO-VC,195,248,192,E4_singleobjective_attained_solution
IMG_0033,175043.jpg,4,BEHHO-VC-Calibrated,186,249,243,E4_singleobjective_attained_solution
IMG_0033,175043.jpg,4,EHHO-VC,211,248,209,E4_singleobjective_attained_solution
IMG_0033,175043.jpg,4,BDA-EHHO-VC-Calibrated,192,2,172,E4_singleobjective_attained_solution
IMG_0033,175043.jpg,4,MO-BDA-EHHO-VC,64,2,196,E4_MO_equal_weight_compromise
IMG_0033,175043.jpg,5,BDA-EHHO-VC-Calibrated,29,2,5,E4_singleobjective_attained_solution
IMG_0033,175043.jpg,5,HHO-VC,2,2,5,E4_singleobjective_attained_solution
IMG_0033,175043.jpg,5,BEHHO-VC-Calibrated,106,2,5,E4_singleobjective_attained_solution
IMG_0033,175043.jpg,5,EHHO-VC,2,2,5,E4_singleobjective_attained_solution
IMG_0033,175043.jpg,5,MO-BDA-EHHO-VC,47,31,134,E4_MO_equal_weight_compromise
IMG_0034,182053.jpg,1,EHHO-VC,10,14,2,E4_singleobjective_attained_solution
IMG_0034,182053.jpg,1,BDA-EHHO-VC-Calibrated,19,249,2,E4_singleobjective_attained_solution
IMG_0034,182053.jpg,1,BEHHO-VC-Calibrated,20,128,2,E4_singleobjective_attained_solution
IMG_0034,182053.jpg,1,HHO-VC,10,6,2,E4_singleobjective_attained_solution
IMG_0034,182053.jpg,1,MO-BDA-EHHO-VC,249,55,8,E4_MO_equal_weight_compromise
IMG_0034,182053.jpg,2,BEHHO-VC-Calibrated,84,3,32,E4_singleobjective_attained_solution
IMG_0034,182053.jpg,2,HHO-VC,65,3,63,E4_singleobjective_attained_solution
IMG_0034,182053.jpg,2,BDA-EHHO-VC-Calibrated,92,3,100,E4_singleobjective_attained_solution
IMG_0034,182053.jpg,2,EHHO-VC,64,3,63,E4_singleobjective_attained_solution
IMG_0034,182053.jpg,2,MO-BDA-EHHO-VC,128,100,91,E4_MO_equal_weight_compromise
IMG_0034,182053.jpg,3,EHHO-VC,248,172,205,E4_singleobjective_attained_solution
IMG_0034,182053.jpg,3,BEHHO-VC-Calibrated,163,2,149,E4_singleobjective_attained_solution
IMG_0034,182053.jpg,3,BDA-EHHO-VC-Calibrated,247,175,220,E4_singleobjective_attained_solution
IMG_0034,182053.jpg,3,HHO-VC,248,172,205,E4_singleobjective_attained_solution
IMG_0034,182053.jpg,3,MO-BDA-EHHO-VC,156,72,24,E4_MO_equal_weight_compromise
IMG_0034,182053.jpg,4,EHHO-VC,154,252,2,E4_singleobjective_attained_solution
IMG_0034,182053.jpg,4,HHO-VC,156,250,2,E4_singleobjective_attained_solution
IMG_0034,182053.jpg,4,BEHHO-VC-Calibrated,202,17,2,E4_singleobjective_attained_solution
IMG_0034,182053.jpg,4,BDA-EHHO-VC-Calibrated,169,32,2,E4_singleobjective_attained_solution
IMG_0034,182053.jpg,4,MO-BDA-EHHO-VC,23,130,50,E4_MO_equal_weight_compromise
IMG_0034,182053.jpg,5,BEHHO-VC-Calibrated,202,218,12,E4_singleobjective_attained_solution
IMG_0034,182053.jpg,5,BDA-EHHO-VC-Calibrated,12,104,8,E4_singleobjective_attained_solution
IMG_0034,182053.jpg,5,EHHO-VC,21,242,87,E4_singleobjective_attained_solution
IMG_0034,182053.jpg,5,HHO-VC,3,74,23,E4_singleobjective_attained_solution
IMG_0034,182053.jpg,5,MO-BDA-EHHO-VC,9,41,159,E4_MO_equal_weight_compromise
IMG_0035,189080.jpg,1,BEHHO-VC-Calibrated,64,42,15,E4_singleobjective_attained_solution
IMG_0035,189080.jpg,1,BDA-EHHO-VC-Calibrated,34,96,2,E4_singleobjective_attained_solution
IMG_0035,189080.jpg,1,EHHO-VC,2,55,2,E4_singleobjective_attained_solution
IMG_0035,189080.jpg,1,HHO-VC,2,55,2,E4_singleobjective_attained_solution
IMG_0035,189080.jpg,1,MO-BDA-EHHO-VC,6,5,36,E4_MO_equal_weight_compromise
IMG_0035,189080.jpg,2,HHO-VC,196,133,212,E4_singleobjective_attained_solution
IMG_0035,189080.jpg,2,BEHHO-VC-Calibrated,6,227,212,E4_singleobjective_attained_solution
IMG_0035,189080.jpg,2,BDA-EHHO-VC-Calibrated,210,177,154,E4_singleobjective_attained_solution
IMG_0035,189080.jpg,2,EHHO-VC,207,137,224,E4_singleobjective_attained_solution
IMG_0035,189080.jpg,2,MO-BDA-EHHO-VC,54,47,14,E4_MO_equal_weight_compromise
IMG_0035,189080.jpg,3,BDA-EHHO-VC-Calibrated,5,26,227,E4_singleobjective_attained_solution
IMG_0035,189080.jpg,3,EHHO-VC,4,5,5,E4_singleobjective_attained_solution
IMG_0035,189080.jpg,3,HHO-VC,4,2,3,E4_singleobjective_attained_solution
IMG_0035,189080.jpg,3,BEHHO-VC-Calibrated,4,32,2,E4_singleobjective_attained_solution
IMG_0035,189080.jpg,3,MO-BDA-EHHO-VC,34,12,64,E4_MO_equal_weight_compromise
IMG_0035,189080.jpg,4,BEHHO-VC-Calibrated,254,255,255,E4_singleobjective_attained_solution
IMG_0035,189080.jpg,4,EHHO-VC,254,255,255,E4_singleobjective_attained_solution
IMG_0035,189080.jpg,4,BDA-EHHO-VC-Calibrated,225,4,164,E4_singleobjective_attained_solution
IMG_0035,189080.jpg,4,HHO-VC,254,255,255,E4_singleobjective_attained_solution
IMG_0035,189080.jpg,4,MO-BDA-EHHO-VC,19,44,32,E4_MO_equal_weight_compromise
