relative_path,filename,parent_folder,split,dataset_hint,format,extension,width,height,megapixels,aspect_ratio,mode,channels,bit_depth,size_bytes,size_mb,sha256,status
BSR\BSDS500\data\images\test\202000.jpg,202000.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,68493,0.06532,ae107eef61c8090c695062025ed354986a15c13a2f9798a0252fb365831b1a1f,OK
BSR\BSDS500\data\images\test\206062.jpg,206062.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,65777,0.06273,851ec0d133e3b8a16767bc0106f14bfcdfecc51faf8a2a109741a952218f8848,OK
BSR\BSDS500\data\images\test\206097.jpg,206097.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,82458,0.078638,72399dc8926a89b4420a528457826e246d333f77f859effe15ca60b37ae9fe4d,OK
BSR\BSDS500\data\images\test\207038.jpg,207038.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,90089,0.085916,11c553e62de3511c9ab066cc80fb9ffce4bb67bac1b935f6e5eb7ae9509f865b,OK
BSR\BSDS500\data\images\test\207049.jpg,207049.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,107448,0.10247,98bd2ca6d90a6e89baf5f53f992f5d240a39fa62e2dac8666b9839cee2a0e6ae,OK
BSR\BSDS500\data\images\test\208078.jpg,208078.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,81271,0.077506,063a3c11846c0ee2591da2a5c5542f915cfb36a9085198a053569f8acc1f3f1f,OK
BSR\BSDS500\data\images\test\209021.jpg,209021.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,69480,0.066261,df655d42df8ed4eff60aa84ee8ce98c4892f8a547c9f01a2674edb54a25d1c70,OK
BSR\BSDS500\data\images\test\217013.jpg,217013.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,48282,0.046045,21749c24da02f0ecfceb903ba4820445e2f033a9c36569401dd6b5c1a5c24398,OK
BSR\BSDS500\data\images\test\217090.jpg,217090.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,95170,0.090761,9ff5a18053187ca3d3c4a00d87178259b1712323c3f6e7d5be2bccc78216e889,OK
BSR\BSDS500\data\images\test\220003.jpg,220003.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,97917,0.093381,c46e222c79eda837d7f2895d009687e804a056bdbbb5c7f666c9aadf08e4267a,OK
BSR\BSDS500\data\images\test\223004.jpg,223004.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,60184,0.057396,662898ae8e5821d9e14fe11a534101eb0630afb8926fb6352032c75eb96b8358,OK
BSR\BSDS500\data\images\test\223060.jpg,223060.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,82538,0.078714,59cdcdb8f190665337fc5ee855151bd2aa1422cb0eae6f10e4a790f06948c066,OK
BSR\BSDS500\data\images\test\225022.jpg,225022.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,64957,0.061948,252611ccaf6f32e40ef2cd65d26a00849e26014bfbca2a573f6a22fd0f957ffc,OK
BSR\BSDS500\data\images\test\226022.jpg,226022.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,61471,0.058623,51e4b6f8927117ccae90f496fdb00170cf82bf5060666a537c898a6648fb56e0,OK
BSR\BSDS500\data\images\test\226033.jpg,226033.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,79106,0.075441,fdb2b0e42c05e6e403d1c726f72f88d5d14476fd6bb03f3061c67c731a8d5534,OK
BSR\BSDS500\data\images\test\226043.jpg,226043.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,67800,0.064659,e8c71386c23af6bd2ee36d101a830806aafeacce08cd312c602cc427f89e11d8,OK
BSR\BSDS500\data\images\test\226060.jpg,226060.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,58325,0.055623,65b6cce818f591d581abb641cb105b58bebf6462c7ce2653cb407249ddcb6eaf,OK
BSR\BSDS500\data\images\test\228076.jpg,228076.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,62453,0.05956,3f9dacb6b6abd274379c54a2a093066a2b74cf070df786eae2147e0549016cb6,OK
BSR\BSDS500\data\images\test\230063.jpg,230063.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,65815,0.062766,4d0063df58cbcb503aa7276b8b5166a12fc2f50c767db46a1a9a8e1b4c2f79cf,OK
BSR\BSDS500\data\images\test\230098.jpg,230098.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,72427,0.069072,78f5c5914ad2c292a3e0b7d08d1d781c48c3b98fc4eabd762488db55c6dbc2e9,OK
BSR\BSDS500\data\images\test\23050.jpg,23050.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,75297,0.071809,85ee9ee1c7181d680ddb2735bc48c7971c793e31501305be4806fa7adf324ea7,OK
BSR\BSDS500\data\images\test\232076.jpg,232076.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,74282,0.070841,962addabe93b2b86ac75ecd75613b81b777b2c4ea69c1dff58a9bbc1a851509e,OK
BSR\BSDS500\data\images\test\235098.jpg,235098.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,81288,0.077522,8c46a1b13714c09efae4f9ab0b9bf629730f67cc64d97661c958da04a8230d40,OK
BSR\BSDS500\data\images\test\238025.jpg,238025.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,72436,0.06908,bf5f49a5c122029bda2b400675d331fbf45b37dfd8dc4c2257c690692d5ba253,OK
BSR\BSDS500\data\images\test\243095.jpg,243095.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,51282,0.048906,a47a0846360e7682d285ad27a3bd838ddad88d44db13796792487a3f1ce90393,OK
BSR\BSDS500\data\images\test\246009.jpg,246009.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,64034,0.061068,0d3aa8482d5b188db3554615d999dae010690f9da66c68efac5ffdb17cd12df0,OK
BSR\BSDS500\data\images\test\247003.jpg,247003.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,70670,0.067396,a2cd96da4a2ac152771f68b3cb8e0e0ef2103893576c28f9bda99858d393802e,OK
BSR\BSDS500\data\images\test\247012.jpg,247012.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,79387,0.075709,36939d7a38fedcddc27b2b8cc0f7a45379422c7c84f25febe477163e9b8f66ca,OK
BSR\BSDS500\data\images\test\249021.jpg,249021.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,65814,0.062765,593e328eff454ece7daf784333e325bcf9642640dba1d287c03cd745e6c74e45,OK
BSR\BSDS500\data\images\test\250047.jpg,250047.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,87325,0.08328,28fd01582cbbdc023998fe079f4b03497b185754112835832dcb56deb5f77987,OK
BSR\BSDS500\data\images\test\250087.jpg,250087.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,53100,0.05064,b3566a4d1f2da4769c81cb521f4f61c1d5ab40c60c1f791b47e6fd52fdb07a2b,OK
BSR\BSDS500\data\images\test\253016.jpg,253016.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,84500,0.080585,c6ccab77d494ddf61d20adb2414dd47ca05cf0324f2778a340e4759593ee3d9b,OK
BSR\BSDS500\data\images\test\253092.jpg,253092.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,64595,0.061603,3fe885e6fa17e23f05f39198f017dd337fd8dd278d292c7e221996746fb06527,OK
BSR\BSDS500\data\images\test\257098.jpg,257098.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,59156,0.056416,ef35cd90dcc88409ed7c19e24ed837b4cc226c65adb979535110c37ba4d2c60f,OK
BSR\BSDS500\data\images\test\258089.jpg,258089.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,86859,0.082835,b72abd40eaecbacf462c6859de98d92f3b5ed09256cd845f1fd1f5b64ff36e35,OK
BSR\BSDS500\data\images\test\259060.jpg,259060.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,98015,0.093474,5f03b6830584ecc86270eb22d6fc397137fd6b841315fd810451971d6ccae742,OK
BSR\BSDS500\data\images\test\267036.jpg,267036.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,77486,0.073896,ed0bcd791de3af150bba912676d3fc30f2a9a4c6c6a21de3cbabc13c339fe85d,OK
BSR\BSDS500\data\images\test\268048.jpg,268048.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,88476,0.084377,f456df09433d1184cda416cff96489baf29b23ce9c1aade1546e93ec0cf8de7c,OK
BSR\BSDS500\data\images\test\268074.jpg,268074.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,92811,0.088511,72aad50c614c21978639c13315acd8c7008891ffaec90842642edd94bc1fdc01,OK
BSR\BSDS500\data\images\test\277053.jpg,277053.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,96831,0.092345,e6efb84d5861557244cc8dd3ba3e3ea23bec2fd9c92813ecf61643036c6ba9d4,OK
BSR\BSDS500\data\images\test\279005.jpg,279005.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,52586,0.05015,26adc42b6bf112e744ca68977b275a22871ed152ceb4f0512fdb9c88b229e699,OK
BSR\BSDS500\data\images\test\28083.jpg,28083.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,64281,0.061303,3f35dfd750653a0122c8c69ccd32a6376cf0393d35cc6441ab20560e703e1bb1,OK
BSR\BSDS500\data\images\test\281017.jpg,281017.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,59992,0.057213,446289c0b04d3a5cc69691b44a679a072b25960b16635fbd30f5079a60a1351e,OK
BSR\BSDS500\data\images\test\285022.jpg,285022.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,48279,0.046042,ae15351a5ceb4be26557a55f809ff1d2d56e7109ed9cc9c7dde8210d284b9527,OK
BSR\BSDS500\data\images\test\288024.jpg,288024.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,70102,0.066854,47cb843cfd749aee3ce64b8912c3ae69a775d151c538c3889c539976a96f35d8,OK
BSR\BSDS500\data\images\test\289011.jpg,289011.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,59945,0.057168,fdc2db38488c6d651234e5ef71bbeae39ad981ac39e2fe0376b80b5ec7f01aa0,OK
BSR\BSDS500\data\images\test\290035.jpg,290035.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,72183,0.068839,1b5c5488a1e71587b4c52f1e727666d79a3876d68e472d6161d2ca5c6919fa8a,OK
BSR\BSDS500\data\images\test\29030.jpg,29030.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,70468,0.067204,586afdd37df42107807307b75ae03e42c68fe6c813792a85c8ec1daffb71c598,OK
BSR\BSDS500\data\images\test\296028.jpg,296028.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,73870,0.070448,8606729e41788f88f970b302d9981660b1f2aea7bcbb8a23b4c2feb6f16e555e,OK
BSR\BSDS500\data\images\test\296058.jpg,296058.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,106075,0.101161,393a7678cf917d0620ee3a48e97626f1c6a38b81559bb0d8d3ac7f25cc633bc7,OK
BSR\BSDS500\data\images\test\302022.jpg,302022.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,72687,0.06932,d703e462c4c4871ad85ddb3af06eed0095ff7976cb8d6df7e2948450c3ef5561,OK
BSR\BSDS500\data\images\test\306051.jpg,306051.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,76974,0.073408,fc1a1310bb2b827c98506ec665c3844c347613a92debd6fb3e29b5dbcd0ce2c4,OK
BSR\BSDS500\data\images\test\306052.jpg,306052.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,83837,0.079953,e573ee9d2ec6a7f2c6a215bf2ad979fbc9056ade59d02de5832efd59fea11b3d,OK
BSR\BSDS500\data\images\test\3063.jpg,3063.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,47609,0.045403,b98bff045cc2fca3011e11d437b11e9ad564c305f5e75aeed8cf1e99b23d2076,OK
BSR\BSDS500\data\images\test\309040.jpg,309040.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,84921,0.080987,00a0850bc056decb473ecb48785939858adad89c2a1378e83b71d0020d148211,OK
BSR\BSDS500\data\images\test\317043.jpg,317043.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,90209,0.08603,268dbaff8e5a307428e8677953a2997830befa3aba1732f419b400dc9fa7f14c,OK
BSR\BSDS500\data\images\test\326025.jpg,326025.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,72411,0.069057,3ec181582e98ec5acc43e9c920a5385cb900d99977e54f79ffc2b6fdeeeee46e,OK
BSR\BSDS500\data\images\test\326085.jpg,326085.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,73853,0.070432,c79e9a93f5d8e5484db1132afdbaf465245c64fcd3473d24105a8b8054eec9f5,OK
BSR\BSDS500\data\images\test\33044.jpg,33044.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,86964,0.082935,e7fb5606edf799db4c13804fbb1b2148f85896a643dcf1ce87493b9e5996e2b2,OK
BSR\BSDS500\data\images\test\334025.jpg,334025.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,58282,0.055582,2545f5caaa9842cfc0a63fce25fd7a66ec6a2c874a9ed429917e73c19b25f788,OK
BSR\BSDS500\data\images\test\335088.jpg,335088.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,86945,0.082917,5a9396fd5099fd5d0786c8ba231165c1ba30d2eac2cdb27c31bf0c6c2d0634cf,OK
BSR\BSDS500\data\images\test\335094.jpg,335094.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,88469,0.084371,ddfbe0893c856b7ab627a242b98d712429cd26f4176f8e7bb781bab11562661a,OK
BSR\BSDS500\data\images\test\344010.jpg,344010.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,90924,0.086712,4f8625be97ee6ee5ba239a02a160b1e1bc7ec09afaf7be42f2785c3244db3a6f,OK
BSR\BSDS500\data\images\test\346016.jpg,346016.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,109741,0.104657,59a237f15337f1fefb5ae61c8ef62f5c010a72e37b67c6126109a4292d38e034,OK
BSR\BSDS500\data\images\test\347031.jpg,347031.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,55968,0.053375,283792b66010077e6dd7353e7a45de356b4bed897c8e7678561b0369127c0b08,OK
BSR\BSDS500\data\images\test\35028.jpg,35028.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,46174,0.044035,2b1a0220ce00cf61497b330addd15896d0f457cd2493b2c76ce0c8c70137c9c0,OK
BSR\BSDS500\data\images\test\35049.jpg,35049.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,47508,0.045307,b540a52875496f04379fb6cd848a39eb067e48d338d9e14f880a9e6cb4de9bdd,OK
BSR\BSDS500\data\images\test\36046.jpg,36046.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,73013,0.069631,6c82c7843999aab18ed5099e2b3326900acf6ac37c458a93932b0bbdc5c4ca9a,OK
BSR\BSDS500\data\images\test\365072.jpg,365072.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,94466,0.09009,5d7c33fb1ef47ad01f0dab0dfc9fa188db7979150e33c84434d8179fe5b1b290,OK
BSR\BSDS500\data\images\test\368037.jpg,368037.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,67370,0.064249,f1d91ed462c3924e76a4299c4804aacb2b6301c66a090b3e69c640bf80c6db55,OK
BSR\BSDS500\data\images\test\372019.jpg,372019.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,68349,0.065183,2311adf60a1a992b6d9cb3c07375b2a1bc044591a4d331098beb5a0f1cf49941,OK
BSR\BSDS500\data\images\test\376086.jpg,376086.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,74946,0.071474,4cc879fcd8099cee913a26c01cdc7368c590be944f5cf2ebfbeb74233902d161,OK
BSR\BSDS500\data\images\test\384022.jpg,384022.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,74445,0.070996,8c43be1b30d233826e864252f5ffa14fccde969864b63b78da1ae462086f9873,OK
BSR\BSDS500\data\images\test\384089.jpg,384089.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,62460,0.059566,718f3f5d861839a515c7676b4236e52935f28c4c7280c9d6a581ddbb041d7040,OK
BSR\BSDS500\data\images\test\385022.jpg,385022.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,88683,0.084575,27689330d1528f85b2f468a6d6d0b08248f9385c6c3fbfafb7e5fd0e1b603cfc,OK
BSR\BSDS500\data\images\test\388006.jpg,388006.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,76217,0.072686,9775af03fae6a2cdd2faf95f5e72660d5772e57a0a523508b8268b3da37d9b23,OK
BSR\BSDS500\data\images\test\388018.jpg,388018.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,75039,0.071563,314ee54777f32f9f4cebc51d41f8baf232a5b81a46984ac851b3ee127737f36b,OK
BSR\BSDS500\data\images\test\388067.jpg,388067.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,76764,0.073208,931d9be6ea03469b5c3fa7fe157dbdb708a9c559bb4db5a62f7fd4776528a7b6,OK
BSR\BSDS500\data\images\test\393035.jpg,393035.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,67901,0.064755,efb9e098415dfeaba979ef52e7c895f91cbe1fdbeddcd4a85f83f28125d1acd2,OK
BSR\BSDS500\data\images\test\41006.jpg,41006.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,58294,0.055593,23a926b6ac7bee64a9dc216dfde6a9bf30343d7276fbc5b14e584b32df94e483,OK
BSR\BSDS500\data\images\test\41029.jpg,41029.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,66979,0.063876,d6b527cb6e80d86df5cdc9f161b9ea3b728f152296aee44a83f85752b9040e8b,OK
BSR\BSDS500\data\images\test\41085.jpg,41085.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,76009,0.072488,2ea580f7c07e104624e8da4733319fb25def289b4fa6258b39e9c97eba2cb221,OK
BSR\BSDS500\data\images\test\41096.jpg,41096.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,70004,0.066761,93e81be1cdc9d6ed5e81d01597c45a208398e66f5114ed6ae5314cb5ad32bc0e,OK
BSR\BSDS500\data\images\test\43033.jpg,43033.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,63932,0.06097,1abebaa96fdf42186d97679cd28d22dffba206767ebc8838e61c0f517b89b7f1,OK
BSR\BSDS500\data\images\test\43051.jpg,43051.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,38549,0.036763,e2f447b14fc6179c172c559e59192e395a1b6fee44e36d1c7aa2d665a3c71d35,OK
BSR\BSDS500\data\images\test\45000.jpg,45000.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,85427,0.08147,024d686ebe9533a174e3c3f29161f384b235ab37ff3fdb990e9199ed3b8c7178,OK
BSR\BSDS500\data\images\test\48017.jpg,48017.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,82695,0.078864,c61255d24cc29986d0bcdf056d2f6cea6875ad1fcba4d01792904422eb9c94c3,OK
BSR\BSDS500\data\images\test\48025.jpg,48025.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,69826,0.066591,afef725853d55d53d7aa6a767ecc64b6ed681ecc87a57e69aeed09a115406ed7,OK
BSR\BSDS500\data\images\test\49024.jpg,49024.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,47681,0.045472,b730a4fe2ebc1218f00a0f8ee8ae118fdc916533145f0a9ced52f2d1982b3ed4,OK
BSR\BSDS500\data\images\test\5096.jpg,5096.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,71961,0.068627,036eeb42cc04fea9f0bd7c3c19343e0c3e66b74c979e74829331e4a832ae7810,OK
BSR\BSDS500\data\images\test\51084.jpg,51084.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,481,321,0.154401,1.498442,RGB,3,8-bit/channel,76738,0.073183,86e0d880135152ee9d03993078d27f0acd3345f353d005449a287400cbfa0fce,OK
BSR\BSDS500\data\images\test\6046.jpg,6046.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,84493,0.080579,3db99e079df3ee618560d840d02dbf124e35d06461058b4f88688b7334cbe098,OK
BSR\BSDS500\data\images\test\61034.jpg,61034.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,73324,0.069927,1a265d4c2dfd4867567288a30997020bf6196dda5a510052a076036a48f04e59,OK
BSR\BSDS500\data\images\test\64061.jpg,64061.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,60855,0.058036,4cfd5b5a749ea7500938da17efc3dcc71090494697d929895f0c9c13940232b8,OK
BSR\BSDS500\data\images\test\65084.jpg,65084.jpg,BSR\BSDS500\data\images\test,test,BSDS500,JPEG,.jpg,321,481,0.154401,0.66736,RGB,3,8-bit/channel,67828,0.064686,c2d4c6fc1ebadde2e53956137fc7526a0ade479106cb3c55d283f30b314e5ce6,OK
